account_no,holder_name,holder_address,bank_name,account_type,opened_date,avg_monthly_deposit_pkr
PK58-3752878417,Sardar Uzma Orakzai,"House 366, Street 2, E-11/2, Islamabad",HBL,Current,2019-07-27,248703
PK42-9316984252,Rauf Durrani,H#46 St-28 NorthNazimabad Karachi,Askari Bank,Foreign Currency,2018-10-01,137589
PK92-3736096255,Zafar Mughal,مکان 300 گلی 34 Bahria Phase 4 راولپنڈی,HBL,Current,2018-05-01,51441
PK36-7728156548,Haji Taimoor Abbasi,مکان 224 گلی 18 Johar Town لاہور,HBL,Savings,2019-01-15,97119
PK97-7522684024,D. Raja,مکان 294 گلی 12 Peoples Colony Faisalabad,UBL,Current,2021-05-15,41568
PK14-8341055274,A. Baig,مکان 40 گلی 5 D Ground Faisalabad,JS Bank,Savings,2020-04-01,331494
PK47-6711228731,Sadia Tareen,"House No. 79, Gali 35, Johar Town, Lahore",Askari Bank,Savings,2020-10-08,30956
PK61-2525584822,F. Malik,مکان 30 گلی 26 D Ground Faisalabad,Meezan Bank,Savings,2019-05-27,136688
PK76-5792961226,Arsalan Shirazi,H#294 St-18 UniversityTown Peshawar,MCB,Savings,2024-04-08,6520744
PK98-5105732529,Arsalan Shirazi,"House 294, Street 18, University Town, Peshawar",Allied Bank,Savings,2020-02-02,6787203
PK33-5947893493,W. Afridi,"House No. 35, Gali 25, Peoples Colony, Faisalabad",Bank Alfalah,Foreign Currency,2018-12-13,2547683
PK94-9491177007,Waqas Afridi,"House 35, Street 25, Peoples Colony, Faisalabad",HBL,Foreign Currency,2022-08-30,3375623
PK93-4176751445,Gul Tareen,H#269 St-30 NorthNazimabad Karachi,HBL,Current,2018-05-03,4496649
PK55-9337443132,K.Virk,مکان 13 گلی 21 Gulberg III لاہور,MCB,Current,2020-04-08,1105503
PK66-4758384398,K. Virk,"House 13, Street 21, Gulberg III, Lahore",MCB,Savings,2022-12-02,2961558
PK74-3914538879,Rashid Joiya,"House 389, Street 9, Gulbahar, Peshawar",Allied Bank,Current,2021-08-01,159061
PK77-8835789166,Sufyan Kayani,مکان 239 گلی 30 North Nazimabad کراچی,Allied Bank,Foreign Currency,2021-09-08,2235312
PK52-8302324507,S.Kayani,"House 239, Street 30, North Nazimabad, Karachi",UBL,Foreign Currency,2021-09-10,4142059
PK23-8629232755,Yasir Abbasi,مکان 152 گلی 24 Cantt Multan,Meezan Bank,Savings,2020-01-11,47477
PK48-4501127976,Faisal Shirazi,H#263 St-36 GulbergIII Lahore,Meezan Bank,Current,2018-09-24,135782
PK89-4268503776,Owais Kazmi,H#52 St-10 SatelliteTown Rawalpindi,UBL,Savings,2020-07-21,4307125
PK54-5083822235,Owais Kazmi,مکان 52 گلی 10 Satellite Town راولپنڈی,Bank Alfalah,Savings,2020-07-18,4000696
PK37-7574475978,B.Naqvi,مکان 225 گلی 32 Peoples Colony Faisalabad,JS Bank,Savings,2019-05-23,65065
PK85-6458147647,W.Warraich,"House 23, Street 20, Satellite Town, Rawalpindi",MCB,Foreign Currency,2022-03-28,3257230
PK89-4909075056,Kamran Gondal,"House No. 345, Gali 32, DHA Phase 6, Karachi",MCB,Current,2025-10-12,7143725
PK68-3481986522,Kamran Gondal,H#345 St-32 DHAPhase6 Karachi,Meezan Bank,Current,2020-09-29,3340919
PK81-8803141741,K.Gondal,H#345 St-32 DHAPhase6 Karachi,Allied Bank,Savings,2019-07-21,7938574
PK25-8759680395,Sardar Kamran Gondal,"House No. 345, Gali 32, DHA Phase 6, Karachi",Askari Bank,Current,2024-04-28,2188835
PK20-4485550567,N. Gilani,"House No. 380, Gali 22, D Ground, Faisalabad",Meezan Bank,Savings,2022-06-08,6223251
PK94-9894209898,Haji Nadeem Gilani,مکان 380 گلی 22 D Ground Faisalabad,MCB,Savings,2018-05-16,3094098
PK97-3882898471,N.Gilani,"House No. 380, Gali 22, D Ground, Faisalabad",Bank Alfalah,Current,2021-01-11,4472894
PK98-7278290197,B. Bukhari,"House 55, Street 10, Gulberg III, Lahore",JS Bank,Savings,2021-06-23,3784991
PK97-7101346821,Z.Orakzai,مکان 186 گلی 27 D Ground Faisalabad,Askari Bank,Savings,2020-05-06,132048
PK32-8083639470,Hassan Cheema,H#158 St-16 DHAPhase5 Lahore,UBL,Savings,2022-09-25,335442
PK33-8450255084,Arsalan Mirza,"House No. 173, Gali 11, Bahria Phase 4, Rawalpindi",UBL,Current,2024-04-14,132492
PK51-6373067772,A.Abbasi,H#253 St-6 MadinaTown Faisalabad,Meezan Bank,Savings,2019-09-19,135347
PK58-6277747936,Z. Sandhu,مکان 359 گلی 23 Gulgasht Multan,MCB,Savings,2021-04-14,45343
PK39-9791174824,Malik Zeeshan Butt,H#21 St-40 PeoplesColony Faisalabad,Meezan Bank,Foreign Currency,2020-02-15,60433
PK65-2180857843,Asad Lodhi,"House 316, Street 34, Madina Town, Faisalabad",HBL,Current,2022-10-20,176234
PK37-2681811140,E. Wazir,H#232 St-23 Westridge Rawalpindi,Askari Bank,Current,2023-03-17,2646120
PK39-6938005004,Ehsan Wazir,"House No. 232, Gali 23, Westridge, Rawalpindi",Meezan Bank,Savings,2022-05-27,2228403
PK55-3824588448,E. Wazir,"House No. 232, Gali 23, Westridge, Rawalpindi",JS Bank,Savings,2024-08-31,6272746
PK64-1475329470,Arsalan Niazi,"House No. 108, Gali 16, Shah Rukn-e-Alam, Multan",Meezan Bank,Current,2022-04-18,147087
PK38-7148665579,Rashid Qureshi,H#77 St-5 DHAPhase6 Karachi,HBL,Foreign Currency,2023-07-08,222574
PK41-1007290181,Rauf Tarar,مکان 343 گلی 36 B-17 اسلام آباد,UBL,Savings,2022-04-27,1812012
PK72-1831150380,Rauf Tarar,H#343 St-36 B-17 Islamabad,MCB,Savings,2023-07-16,4887692
PK86-1848425107,R.Tarar,H#343 St-36 B-17 Islamabad,HBL,Savings,2022-03-15,5711627
PK33-6775820316,Mansoor Baig,"House 26, Street 3, DHA Phase 5, Lahore",UBL,Current,2020-07-20,4109534
PK68-8237580680,Mansoor Baig,"House 26, Street 3, DHA Phase 5, Lahore",Bank Alfalah,Current,2023-11-29,1507718
PK15-8755109266,Kashif Tarar,مکان 172 گلی 10 E-11/2 اسلام آباد,Askari Bank,Savings,2022-11-29,7867977
PK97-6427009548,Kashif Tarar,مکان 172 گلی 10 E-11/2 اسلام آباد,Askari Bank,Savings,2018-01-05,1738506
PK89-5829164542,Taimoor Kayani,مکان 118 گلی 38 DHA Phase 5 لاہور,Bank Alfalah,Savings,2021-08-30,2461115
PK92-3015960243,Taimoor Kayani,H#118 St-38 DHAPhase5 Lahore,Allied Bank,Current,2025-03-05,1034023
PK36-6912670096,S.Joiya,"House No. 2, Gali 28, Westridge, Rawalpindi",Meezan Bank,Foreign Currency,2024-05-09,64478
PK60-8384429631,P. Malik,"House No. 393, Gali 20, D Ground, Faisalabad",Askari Bank,Current,2018-04-27,175885
PK57-9933174782,F. Janjua,"House 91, Street 35, Gulshan-e-Iqbal, Karachi",Bank Alfalah,Savings,2018-03-02,126214
PK26-9414508752,Z. Malik,"House No. 384, Gali 17, F-8/3, Islamabad",Allied Bank,Current,2025-10-29,323131
PK27-6707448598,N.Durrani,H#50 St-19 ChaklalaScheme3 Rawalpindi,UBL,Savings,2025-05-23,22040
PK61-1470603981,Wajahat Kazmi,H#343 St-40 E-11/2 Islamabad,HBL,Savings,2021-11-22,255197
PK34-3845215049,Z.Tareen,"House No. 16, Gali 22, Shah Rukn-e-Alam, Multan",MCB,Foreign Currency,2022-07-04,52903
PK11-5273417074,Rehan Mughal,"House 397, Street 38, Westridge, Rawalpindi",UBL,Current,2018-01-23,53240
PK14-1318870194,Rana Zara Cheema,مکان 162 گلی 30 Clifton Block 2 کراچی,UBL,Current,2025-07-22,2487719
PK35-1986062141,Mahnoor Awan,مکان 284 گلی 36 North Nazimabad کراچی,Meezan Bank,Foreign Currency,2022-02-21,260901
PK90-6387576436,Maryam Sial,"House 55, Street 4, DHA Phase 5, Lahore",Askari Bank,Current,2025-01-05,39888
PK52-5663665661,E. Tarar,"House 187, Street 5, G-13/1, Islamabad",Askari Bank,Savings,2025-10-29,215904
PK47-7928425680,Babar Bhatti,"House 296, Street 14, F-8/3, Islamabad",Meezan Bank,Foreign Currency,2018-12-15,112698
PK32-1137650509,Madiha Zaidi,"House No. 280, Gali 20, D Ground, Faisalabad",Askari Bank,Savings,2025-02-07,26663
PK41-6864887948,Owais Tarar,"House 171, Street 18, B-17, Islamabad",JS Bank,Current,2022-08-29,50870
PK90-9990523656,M. Qureshi,مکان 241 گلی 24 Clifton Block 2 کراچی,Askari Bank,Foreign Currency,2021-04-22,178069
PK78-9714196198,T.Cheema,H#333 St-37 BahriaPhase4 Rawalpindi,JS Bank,Savings,2019-06-08,2972474
PK11-7553051690,T. Cheema,مکان 333 گلی 37 Bahria Phase 4 راولپنڈی,Bank Alfalah,Savings,2025-03-14,2155942
PK49-4358497358,Haji Tariq Cheema,"House No. 333, Gali 37, Bahria Phase 4, Rawalpindi",HBL,Foreign Currency,2023-08-22,3664368
PK57-4747840833,H.Kazmi,H#3 St-34 Westridge Rawalpindi,MCB,Current,2018-03-13,2682247
PK28-1635328392,R. Dar,مکان 199 گلی 13 D Ground Faisalabad,Askari Bank,Foreign Currency,2020-04-30,1961310
PK68-3575915709,Syed Obaid Bukhari,"House 128, Street 40, Gulberg III, Lahore",Meezan Bank,Savings,2024-07-06,1558054
PK19-3700347548,Obaid Bukhari,"House No. 128, Gali 40, Gulberg III, Lahore",Bank Alfalah,Current,2021-11-18,5510183
PK38-2411129671,Obaid Bukhari,"House 128, Street 40, Gulberg III, Lahore",Bank Alfalah,Foreign Currency,2025-10-20,6144827
PK92-6656434834,Chaudhary Danish Janjua,مکان 375 گلی 5 Cantt Multan,Bank Alfalah,Savings,2022-07-01,51348
PK10-1238597128,Malik Muhammad Khattak,H#357 St-1 SatelliteTown Rawalpindi,MCB,Savings,2022-04-30,4201700
PK62-6950653531,N. Khattak,مکان 189 گلی 21 Hayatabad Phase 3 Peshawar,Allied Bank,Savings,2024-02-29,148090
PK28-3327060511,Sardar Tooba Abbasi,مکان 181 گلی 13 Westridge راولپنڈی,HBL,Current,2024-07-01,2527550
PK51-7147617751,T. Abbasi,H#181 St-13 Westridge Rawalpindi,Bank Alfalah,Savings,2024-07-30,4424805
PK83-5347607307,محمد Sial,"House No. 32, Gali 4, DHA Phase 6, Karachi",MCB,Savings,2020-07-07,2754727
PK27-6303368069,Rashid Mirza,"House 219, Street 1, Johar Town, Lahore",Meezan Bank,Current,2019-06-16,3788250
PK80-7533466037,Uzma Gondal,"House No. 353, Gali 18, DHA Phase 6, Karachi",UBL,Current,2024-11-17,4872087
PK16-1368685719,Uzma Gondal,"House No. 353, Gali 18, DHA Phase 6, Karachi",HBL,Current,2022-10-09,4510953
PK53-1657818897,S.Durrani,مکان 131 گلی 7 Wapda Town لاہور,JS Bank,Current,2021-03-04,4781679
PK87-5392249070,Malik Rabia Qureshi,"House No. 130, Gali 16, Chaklala Scheme 3, Rawalpindi",Bank Alfalah,Savings,2023-08-07,7685352
PK92-9404178690,Rabia قریشی,"House 130, Street 16, Chaklala Scheme 3, Rawalpindi",Meezan Bank,Savings,2024-02-23,1818881
PK12-9319498411,Adnan Malik,"House No. 215, Gali 37, Wapda Town, Lahore",JS Bank,Current,2021-02-20,186067
PK76-1834144641,Chaudhary Rabia Gilani,"House 195, Street 31, DHA Phase 5, Lahore",JS Bank,Current,2021-01-10,191631
PK65-4770521693,Mian Ghulam Rajput,"House No. 273, Gali 22, Hayatabad Phase 3, Peshawar",HBL,Savings,2019-03-25,91447
PK51-3073189424,Malik Asad Gilani,"House 211, Street 3, Bahria Phase 4, Rawalpindi",UBL,Savings,2020-04-28,24355
PK37-5370777707,Haji Ahmed Bukhari,"House No. 144, Gali 38, Clifton Block 2, Karachi",JS Bank,Foreign Currency,2021-04-21,40006
PK63-8660626882,A.Lodhi,"House 357, Street 23, E-11/2, Islamabad",Meezan Bank,Savings,2025-05-17,7143522
PK87-2787983197,Syed Amna Lodhi,H#357 St-23 E-11/2 Islamabad,MCB,Savings,2024-05-15,2457095
PK38-1566317149,A.Lodhi,"House 357, Street 23, E-11/2, Islamabad",UBL,Savings,2019-06-11,3353590
PK61-6060909378,Farah Lodhi,H#81 St-15 BahriaPhase4 Rawalpindi,Meezan Bank,Savings,2025-11-17,250388
PK98-7342294681,I.Afridi,مکان 352 گلی 28 University Town Peshawar,UBL,Foreign Currency,2018-10-30,132984
PK24-1096708676,Haris Warraich,H#396 St-35 ModelTown Lahore,UBL,Current,2019-06-15,74928
PK61-6885461502,Danish Saddozai,"House 58, Street 36, Gulgasht, Multan",HBL,Savings,2020-03-18,4118241
PK65-7881080524,D.Awan,H#261 St-39 SatelliteTown Rawalpindi,Askari Bank,Savings,2024-01-06,3353650
PK35-1023370689,D. Awan,H#261 St-39 SatelliteTown Rawalpindi,UBL,Savings,2025-01-07,4823512
PK22-4508386812,H.Rizvi,"House No. 134, Gali 22, I-8/4, Islamabad",MCB,Foreign Currency,2019-05-19,2652438
PK90-1368206939,Syed Naveed Gondal,"House No. 46, Gali 34, Gulgasht, Multan",Allied Bank,Savings,2019-09-18,4630063
PK73-8427154314,Naveed Gondal,"House 46, Street 34, Gulgasht, Multan",JS Bank,Savings,2021-02-12,3920934
PK71-5889442782,Zainab Raja,"House 236, Street 11, Shah Rukn-e-Alam, Multan",Allied Bank,Savings,2022-07-28,23997
PK42-1689614314,Farah Orakzai,مکان 16 گلی 6 B-17 اسلام آباد,HBL,Current,2021-11-13,3203567
PK75-8178456437,Farah Orakzai,"House No. 16, Gali 6, B-17, Islamabad",Allied Bank,Savings,2019-02-07,6827136
PK13-5106828471,Farah Orakzai,مکان 16 گلی 6 B-17 اسلام آباد,Bank Alfalah,Current,2023-05-23,2095465
PK25-4353423788,Farah Orakzai,مکان 16 گلی 6 B-17 اسلام آباد,JS Bank,Current,2018-11-05,3800994
PK56-1913641817,S. Rizvi,"House 30, Street 39, Shah Rukn-e-Alam, Multan",Meezan Bank,Savings,2018-09-23,126896
PK10-6960828279,Mian Ayesha Khattak,مکان 134 گلی 11 Gulberg III لاہور,MCB,Current,2019-08-01,2989681
PK22-6103343204,Ayesha Khattak,مکان 134 گلی 11 Gulberg III لاہور,Meezan Bank,Savings,2021-01-04,4391520
PK46-5944514174,Syed Adnan Lodhi,مکان 165 گلی 24 Peoples Colony Faisalabad,UBL,Savings,2020-09-10,46788
PK46-5464751060,Rida Butt,مکان 21 گلی 31 D Ground Faisalabad,MCB,Savings,2024-06-13,3559674
PK72-3133337722,Rida بٹ,"House No. 21, Gali 31, D Ground, Faisalabad",Bank Alfalah,Current,2023-03-18,4269890
PK92-3201320963,H. Warraich,H#64 St-36 WapdaTown Lahore,Bank Alfalah,Savings,2021-11-01,2164503
PK25-9391145927,H. Warraich,مکان 64 گلی 36 Wapda Town لاہور,UBL,Savings,2018-11-05,5684008
PK93-7728288239,S.Rajput,"House No. 265, Gali 13, DHA Phase 6, Karachi",MCB,Savings,2020-07-22,194405
PK43-4463689289,Malik Yasir Abbasi,H#73 St-26 Cantt Multan,JS Bank,Current,2021-08-01,3695454
PK14-5664138038,Yasir Abbasi,مکان 73 گلی 26 Cantt Multan,HBL,Foreign Currency,2021-03-25,2867001
PK71-7208104210,Jawad Tareen,"House 96, Street 26, DHA Phase 5, Lahore",Bank Alfalah,Savings,2021-12-13,3374100
PK29-8606377304,J. Tareen,"House No. 96, Gali 26, DHA Phase 5, Lahore",UBL,Current,2023-03-29,6836058
PK46-2310991641,Jawad Tareen,H#96 St-26 DHAPhase5 Lahore,MCB,Current,2024-03-06,7685553
PK43-4850063063,Jawad Tareen,مکان 96 گلی 26 DHA Phase 5 لاہور,Bank Alfalah,Savings,2019-08-10,2152077
PK98-1251858781,Rida Malik,"House 241, Street 25, Cantt, Multan",Askari Bank,Savings,2022-05-13,1975745
PK99-5722938958,R. Malik,"House 241, Street 25, Cantt, Multan",Meezan Bank,Savings,2024-01-22,2915562
PK81-9211018215,A. Malik,H#375 St-7 HayatabadPhase3 Peshawar,UBL,Savings,2025-03-27,228014
PK37-6638530072,Rana Babar Durrani,"House No. 313, Gali 4, Westridge, Rawalpindi",UBL,Savings,2019-06-20,3344489
PK17-9055530261,Babar Durrani,"House 313, Street 4, Westridge, Rawalpindi",Bank Alfalah,Savings,2021-12-14,2658240
PK71-2008719124,Mansoor Durrani,مکان 53 گلی 6 Bahria Phase 4 راولپنڈی,MCB,Foreign Currency,2018-10-02,1325053
PK67-4628098457,Mansoor Durrani,مکان 53 گلی 6 Bahria Phase 4 راولپنڈی,Bank Alfalah,Savings,2022-05-28,3549457
PK58-4508185803,Z.Sheikh,"House 124, Street 38, Peoples Colony, Faisalabad",Allied Bank,Current,2024-08-07,226437
PK30-4472625395,S. Butt,مکان 371 گلی 5 Clifton Block 2 کراچی,JS Bank,Foreign Currency,2021-06-02,28970
PK42-5549819384,L.Qureshi,"House 399, Street 36, North Nazimabad, Karachi",UBL,Savings,2025-08-10,75012
PK84-3824204746,H.Bukhari,H#399 St-27 I-8/4 Islamabad,JS Bank,Savings,2022-10-31,2073562
PK46-9900670691,Rana Hassan Bukhari,"House No. 399, Gali 27, I-8/4, Islamabad",JS Bank,Savings,2022-05-20,4142878
PK28-4495198691,Sardar Yasir Orakzai,H#242 St-32 Gulshan-e-Iqbal Karachi,Allied Bank,Foreign Currency,2020-09-24,19085
PK88-2750232761,Nimra Mehsud,"House No. 189, Gali 40, Westridge, Rawalpindi",MCB,Foreign Currency,2018-11-23,89778
PK79-9403746615,H.Naqvi,مکان 147 گلی 7 Gulgasht Multan,Meezan Bank,Foreign Currency,2020-09-23,237774
PK47-1381700702,Ehsan Malik,"House No. 388, Gali 27, Peoples Colony, Faisalabad",Allied Bank,Savings,2022-09-19,1840972
PK47-8408516727,E.Malik,مکان 388 گلی 27 Peoples Colony Faisalabad,HBL,Current,2022-03-11,4696653
PK95-3213703147,Mian Ehsan Malik,"House No. 388, Gali 27, Peoples Colony, Faisalabad",Bank Alfalah,Savings,2023-08-17,1349346
PK33-1915700920,Syed Ehsan Malik,H#388 St-27 PeoplesColony Faisalabad,MCB,Savings,2021-05-15,4015490
PK57-7631501636,S.Naqvi,"House No. 383, Gali 3, Madina Town, Faisalabad",MCB,Current,2021-10-22,2825308
PK82-5750360226,Shahzad Naqvi,H#383 St-3 MadinaTown Faisalabad,HBL,Current,2025-01-10,4447285
PK85-1601003326,Qasim Sial,"House No. 24, Gali 34, Gulbahar, Peshawar",HBL,Savings,2023-05-21,24796
PK20-3861578410,L.Abbasi,"House 38, Street 21, Shah Rukn-e-Alam, Multan",Bank Alfalah,Current,2019-05-25,226752
PK48-8886573506,Ghulam Sheikh,"House 261, Street 36, University Town, Peshawar",MCB,Savings,2021-10-16,7586919
PK69-6277731733,Ghulam شیخ,H#261 St-36 UniversityTown Peshawar,Bank Alfalah,Savings,2024-10-05,2012670
PK56-2714720454,Rana Nadia Khattak,"House No. 269, Gali 17, Bahria Phase 4, Rawalpindi",UBL,Savings,2020-09-29,72701
PK94-4782276063,H. Joiya,"House No. 176, Gali 20, Hayatabad Phase 3, Peshawar",Meezan Bank,Savings,2020-12-26,1066082
PK50-7179198258,Hina Joiya,H#176 St-20 HayatabadPhase3 Peshawar,Meezan Bank,Savings,2019-01-18,3187489
PK61-7580170791,Danish Khattak,H#371 St-8 WapdaTown Lahore,Askari Bank,Current,2022-06-01,6419466
PK26-1698911549,D.Khattak,"House 371, Street 8, Wapda Town, Lahore",HBL,Savings,2022-07-13,7953228
PK65-2507421477,Malik Danish Khattak,H#371 St-8 WapdaTown Lahore,Allied Bank,Current,2022-05-14,1974890
PK16-8667256523,Syed Ayesha Sandhu,مکان 363 گلی 5 D Ground Faisalabad,MCB,Savings,2020-07-11,1465043
PK87-1609368197,A.Sandhu,H#363 St-5 DGround Faisalabad,HBL,Foreign Currency,2022-06-01,5277457
PK62-3136543161,عائشہ Sandhu,"House 363, Street 5, D Ground, Faisalabad",Askari Bank,Savings,2020-09-07,6107471
PK91-2333848724,عائشہ Sandhu,مکان 363 گلی 5 D Ground Faisalabad,UBL,Foreign Currency,2020-09-02,6857386
PK68-5988357238,Khadija Mughal,"House 393, Street 40, North Nazimabad, Karachi",MCB,Savings,2024-02-11,7984264
PK52-9786260866,K. Mughal,H#393 St-40 NorthNazimabad Karachi,Allied Bank,Current,2021-07-02,1313071
PK54-4238480770,Khadija Mughal,H#393 St-40 NorthNazimabad Karachi,Allied Bank,Current,2018-10-07,2595369
PK24-9556102329,Haji Salman Naqvi,مکان 275 گلی 24 Johar Town لاہور,MCB,Savings,2025-02-06,94391
PK74-2203233858,Z. Kakar,"House 207, Street 37, Westridge, Rawalpindi",UBL,Current,2020-03-28,1912848
PK47-3638646889,Z. Kakar,H#207 St-37 Westridge Rawalpindi,Allied Bank,Savings,2024-09-19,6445058
PK60-2699283687,Mian Sana Shirazi,"House 344, Street 39, Chaklala Scheme 3, Rawalpindi",Askari Bank,Savings,2024-07-04,5034472
PK68-1007187850,S. Shirazi,"House 344, Street 39, Chaklala Scheme 3, Rawalpindi",HBL,Savings,2023-02-26,3123795
PK88-8520846021,I.Khan,"House 340, Street 8, Model Town, Lahore",HBL,Current,2022-02-09,121883
PK75-6811665022,F. Tarar,"House No. 111, Gali 1, Cantt, Multan",Allied Bank,Foreign Currency,2021-11-23,6409173
PK77-6265212024,Farhan Tarar,H#111 St-1 Cantt Multan,JS Bank,Foreign Currency,2023-11-29,4534674
PK35-7549464819,F. Tarar,H#111 St-1 Cantt Multan,Meezan Bank,Savings,2022-07-07,6223427
PK44-1020052641,Farhan Tarar,"House 111, Street 1, Cantt, Multan",Meezan Bank,Foreign Currency,2025-04-15,2419559
PK33-3723201673,U. Naqvi,"House 173, Street 8, Wapda Town, Lahore",MCB,Current,2020-07-28,1673812
PK11-5904526535,Rauf Shirazi,H#33 St-4 NorthNazimabad Karachi,HBL,Foreign Currency,2021-06-02,165481
PK80-6843526443,M. Cheema,مکان 25 گلی 5 Hayatabad Phase 3 Peshawar,JS Bank,Savings,2024-10-13,7874012
PK51-1946428730,Sardar Mehwish Cheema,مکان 25 گلی 5 Hayatabad Phase 3 Peshawar,Askari Bank,Foreign Currency,2022-04-10,5983200
PK94-2148582819,Rana Saba Shirazi,"House No. 165, Gali 4, B-17, Islamabad",JS Bank,Savings,2023-10-17,877979
PK96-4606407722,S. Shirazi,"House No. 165, Gali 4, B-17, Islamabad",JS Bank,Current,2019-01-15,2199822
PK96-4726626355,Sufyan Shirazi,"House 84, Street 4, Model Town, Lahore",HBL,Savings,2020-04-27,2118419
PK66-3057828016,Sufyan Shirazi,H#84 St-4 ModelTown Lahore,MCB,Savings,2025-04-29,6447503
PK77-7393205888,S.Shirazi,"House 84, Street 4, Model Town, Lahore",MCB,Savings,2018-04-10,6058709
PK16-2943959723,Sufyan Shirazi,مکان 84 گلی 4 Model Town لاہور,Allied Bank,Foreign Currency,2022-06-14,5070272
PK44-7866056191,F. Malik,H#382 St-32 PeoplesColony Faisalabad,JS Bank,Foreign Currency,2022-05-07,3348734
PK11-9810552926,Kamran Kakar,مکان 12 گلی 26 University Town Peshawar,Askari Bank,Foreign Currency,2019-10-11,25594
PK73-3070343370,H.Khokhar,"House No. 68, Gali 21, Satellite Town, Rawalpindi",JS Bank,Current,2024-12-26,41286
PK74-8112574914,Chaudhary Asad Khokhar,مکان 238 گلی 1 Peoples Colony Faisalabad,Askari Bank,Current,2019-10-23,6534197
PK16-7135597177,Asad Khokhar,H#238 St-1 PeoplesColony Faisalabad,UBL,Current,2020-06-27,6339167
PK69-1204294474,F.Gondal,مکان 122 گلی 33 University Town Peshawar,UBL,Current,2022-02-05,2397717
PK76-8066493426,Khalid Siddiqui,مکان 230 گلی 5 Bahria Phase 4 راولپنڈی,MCB,Savings,2023-06-01,3001474
PK38-3856074224,Khalid Siddiqui,مکان 230 گلی 5 Bahria Phase 4 راولپنڈی,MCB,Savings,2022-02-04,5768946
PK87-1731554637,Khalid Siddiqui,H#230 St-5 BahriaPhase4 Rawalpindi,MCB,Savings,2018-09-12,7344246
PK30-6540511643,A. Joiya,"House 53, Street 26, Chaklala Scheme 3, Rawalpindi",UBL,Savings,2024-05-13,44428
PK87-2459850450,F.Kazmi,H#39 St-1 BahriaPhase4 Rawalpindi,Askari Bank,Savings,2022-12-20,1190160
PK32-5890259148,Farah Kazmi,مکان 39 گلی 1 Bahria Phase 4 راولپنڈی,Allied Bank,Current,2019-09-30,3089046
