vehicle_reg_no,owner_name,engine_capacity_cc,vehicle_make_model,registration_year,owner_address
RIR-5626,I.Sial,2700,Toyota Prado TX,2025,مکان 28 گلی 14 DHA Phase 6 کراچی
AFR-8187,K.Lodhi,1300,Toyota Corolla GLi,2024,مکان 153 گلی 29 Clifton Block 2 کراچی
KAR-9281,Bilal Raja,2000,Hyundai Tucson,2023,"House 386, Street 20, Gulshan-e-Iqbal, Karachi"
ICT-1993,Javeria Mughal,2000,Audi e-tron,2025,"182-37 Shah Rukn-e-Alam, Multan"
AFR-7926,Javeria Mughal,3300,Toyota Land Cruiser ZX,2025,"182-37 Shah Rukn-e-Alam, Multan"
AFR-7617,Chaudhary Atif Wazir,1500,Honda Civic RS,2020,"House No. 381, Gali 21, Gulbahar, Peshawar"
ICT-2072,Haji Atif Wazir,3300,Toyota Land Cruiser ZX,2020,"House No. 381, Gali 21, Gulbahar, Peshawar"
ICT-676,Chaudhary Atif Wazir,2000,Audi e-tron,2017,"House No. 381, Gali 21, Gulbahar, Peshawar"
AFR-7898,Gul Gilani,3300,Toyota Land Cruiser ZX,2025,"House 187, Street 2, I-8/4, Islamabad"
RIR-8641,Gul Gilani,2000,Audi e-tron,2017,"House 187, Street 2, I-8/4, Islamabad"
ICT-5503,Gul Gilani,1800,Toyota Corolla Altis,2018,"House 187, Street 2, I-8/4, Islamabad"
RIR-881,Obaid Tarar,2700,Toyota Prado TX,2026,"278-28 Gulberg III, Lahore"
LEA-2054,Obaid Tarar,2000,Mercedes C200,2019,"278-28 Gulberg III, Lahore"
LEA-7705,Obaid Tarar,1500,Honda Civic RS,2018,"278-28 Gulberg III, Lahore"
LEA-6482,S.Zaidi,1000,Suzuki Cultus,2018,مکان 278 گلی 28 Peoples Colony Faisalabad
LEA-9571,Zeeshan Afridi,2700,Toyota Fortuner,2022,"House 342, Street 19, Clifton Block 2, Karachi"
LEA-2288,Zeeshan Afridi,2700,Toyota Fortuner,2023,"House 342, Street 19, Clifton Block 2, Karachi"
ICT-313,Zeeshan Afridi,2700,Toyota Prado TX,2018,"House 342, Street 19, Clifton Block 2, Karachi"
RIR-6830,H.Rajput,1500,Honda Civic RS,2023,مکان 238 گلی 27 I-8/4 اسلام آباد
LEA-5972,H.Rajput,2000,Mercedes C200,2019,مکان 238 گلی 27 I-8/4 اسلام آباد
KAR-5876,H.Rajput,2700,Toyota Prado TX,2019,مکان 238 گلی 27 I-8/4 اسلام آباد
LEA-6426,W.Bhatti,2700,Toyota Prado TX,2018,مکان 48 گلی 2 Satellite Town راولپنڈی
RIR-1292,Malik Amna Virk,2000,Mercedes C200,2018,"House No. 376, Gali 9, B-17, Islamabad"
RIR-6953,Malik Amna Virk,2700,Toyota Prado TX,2023,"House No. 376, Gali 9, B-17, Islamabad"
KAR-2576,Chaudhary Amna Virk,2000,Mercedes C200,2020,"House No. 376, Gali 9, B-17, Islamabad"
RIR-5245,Sardar Ali Afridi,660,Suzuki Alto,2021,"House No. 57, Gali 30, Peoples Colony, Faisalabad"
RIR-3637,Noman Mehsud,660,Suzuki Alto,2019,"House 161, Street 29, North Nazimabad, Karachi"
LEA-1861,Haji Rabia Afridi,2700,Toyota Prado TX,2021,"House No. 61, Gali 22, Peoples Colony, Faisalabad"
AFR-4362,S. Baig,660,Suzuki Alto,2018,H#144 St-26 Gulgasht Multan
ICT-5410,Rauf Joiya,1000,Suzuki Cultus,2019,"House 164, Street 40, Gulshan-e-Iqbal, Karachi"
ICT-6919,Jawad Afridi,1500,Honda Civic RS,2022,"House 231, Street 11, Hayatabad Phase 3, Peshawar"
RIR-7539,U.Naqvi,800,Suzuki Mehran,2018,مکان 16 گلی 8 Model Town لاہور
KAR-6060,Asad Zaidi,70,Honda CD-70,2024,"House 344, Street 5, Wapda Town, Lahore"
KAR-3378,Haris Sheikh,2700,Toyota Fortuner,2019,"House 256, Street 3, University Town, Peshawar"
AFR-583,Haris Sheikh,2000,Hyundai Tucson,2019,"House 256, Street 3, University Town, Peshawar"
AFR-8466,Haris Sheikh,2000,Mercedes C200,2017,"House 256, Street 3, University Town, Peshawar"
LEA-7706,Rana Hussain Rizvi,2000,Hyundai Tucson,2017,"House No. 173, Gali 2, Peoples Colony, Faisalabad"
AFR-2571,Mian Hussain Rizvi,1800,Toyota Corolla Altis,2023,"House No. 173, Gali 2, Peoples Colony, Faisalabad"
AFR-1904,Anas Khattak,660,Suzuki Alto,2018,"317-7 I-8/4, Islamabad"
LEA-9756,J.Durrani,1300,Toyota Corolla GLi,2026,مکان 88 گلی 6 DHA Phase 6 کراچی
RIR-8543,U. Siddiqui,2000,Hyundai Tucson,2020,H#39 St-17 I-8/4 Islamabad
LEA-6858,H.Awan,2000,Mercedes C200,2019,مکان 386 گلی 38 Johar Town لاہور
ICT-4114,H.Awan,2700,Toyota Fortuner,2021,مکان 386 گلی 38 Johar Town لاہور
RIR-2946,Zafar Wazir,3300,Toyota Land Cruiser ZX,2019,"House 165, Street 31, Gulshan-e-Iqbal, Karachi"
LEA-9026,Zafar Wazir,1800,Toyota Corolla Altis,2021,"House 165, Street 31, Gulshan-e-Iqbal, Karachi"
LEA-2193,Zafar Wazir,2700,Toyota Fortuner,2018,"House 165, Street 31, Gulshan-e-Iqbal, Karachi"
AFR-9083,B. Khattak,1300,Toyota Corolla GLi,2018,H#356 St-5 Cantt Multan
KAR-4387,Syed Lubna Khokhar,70,Honda CD-70,2024,"House No. 259, Gali 7, Cantt, Multan"
KAR-2264,R.Khokhar,660,Suzuki Alto,2024,مکان 57 گلی 16 B-17 اسلام آباد
KAR-4954,G. Kayani,1500,Honda Civic RS,2025,H#44 St-23 G-13/1 Islamabad
ICT-8786,S.Shirazi,70,Honda CD-70,2024,مکان 312 گلی 32 Wapda Town لاہور
ICT-7990,Fahad Gondal,800,Suzuki Mehran,2026,"19-37 G-10/2, Islamabad"
AFR-2527,N. Orakzai,1300,Toyota Corolla GLi,2022,H#201 St-26 ShahRukn-e-Alam Multan
AFR-3175,F. Afridi,2000,Hyundai Tucson,2021,H#148 St-1 WapdaTown Lahore
LEA-8573,F. Afridi,3300,Toyota Land Cruiser ZX,2020,H#148 St-1 WapdaTown Lahore
LEA-7350,F. Afridi,2700,Toyota Prado TX,2017,H#148 St-1 WapdaTown Lahore
LEA-6426,Farah Rajput,1300,Toyota Corolla GLi,2024,"11-12 Gulshan-e-Iqbal, Karachi"
KAR-952,Iqra Gill,2000,Hyundai Tucson,2023,"House 251, Street 16, Clifton Block 2, Karachi"
AFR-2226,Danish Naqvi,70,Honda CD-70,2019,"387-10 Peoples Colony, Faisalabad"
KAR-4055,Farhan Rizvi,1500,Honda Civic RS,2020,"House 130, Street 24, Model Town, Lahore"
ICT-1032,Farhan Rizvi,2000,Hyundai Tucson,2026,"House 130, Street 24, Model Town, Lahore"
ICT-855,Farhan Rizvi,2000,Hyundai Tucson,2026,"House 130, Street 24, Model Town, Lahore"
RIR-2548,S. Mehsud,2700,Toyota Fortuner,2021,H#270 St-12 MadinaTown Faisalabad
AFR-3215,S. Mehsud,2000,Audi e-tron,2023,H#270 St-12 MadinaTown Faisalabad
RIR-3110,S. Mehsud,1500,Honda Civic RS,2022,H#270 St-12 MadinaTown Faisalabad
LEA-3104,Rana Umar Butt,1800,Toyota Corolla Altis,2022,"House No. 360, Gali 22, D Ground, Faisalabad"
RIR-9050,I.Siddiqui,3300,Toyota Land Cruiser ZX,2024,مکان 351 گلی 10 E-11/2 اسلام آباد
RIR-2559,I.Siddiqui,1500,Honda Civic RS,2026,مکان 351 گلی 10 E-11/2 اسلام آباد
RIR-922,I.Siddiqui,3300,Toyota Land Cruiser ZX,2026,مکان 351 گلی 10 E-11/2 اسلام آباد
KAR-8002,Syed Mubashir Hashmi,660,Suzuki Alto,2025,"House No. 151, Gali 1, DHA Phase 5, Lahore"
LEA-5429,A. Wazir,1800,Toyota Corolla Altis,2026,H#80 St-6 Gulbahar Peshawar
AFR-7375,Javeria Bhatti,1800,Toyota Corolla Altis,2017,"365-23 D Ground, Faisalabad"
RIR-9181,Javeria Bhatti,2000,Mercedes C200,2017,"365-23 D Ground, Faisalabad"
KAR-1597,Javeria Bhatti,1500,Honda Civic RS,2019,"365-23 D Ground, Faisalabad"
LEA-3911,W.Malik,2700,Toyota Fortuner,2018,مکان 393 گلی 27 Peoples Colony Faisalabad
RIR-8325,U. Sheikh,2700,Toyota Prado TX,2021,H#139 St-7 G-10/2 Islamabad
ICT-5852,Syed Babar Sheikh,2000,Audi e-tron,2021,"House No. 300, Gali 33, B-17, Islamabad"
RIR-1482,Chaudhary Babar Sheikh,2000,Hyundai Tucson,2025,"House No. 300, Gali 33, B-17, Islamabad"
KAR-4742,Malik Naveed Gondal,2000,Hyundai Tucson,2026,"House No. 80, Gali 20, Gulgasht, Multan"
ICT-3778,Syed Naveed Gondal,1500,Honda Civic RS,2018,"House No. 80, Gali 20, Gulgasht, Multan"
AFR-8408,Syed Muhammad Abbasi,1300,Toyota Corolla GLi,2023,"House No. 267, Gali 7, Peoples Colony, Faisalabad"
RIR-1604,S.Warraich,1300,Toyota Corolla GLi,2024,مکان 154 گلی 26 G-10/2 اسلام آباد
RIR-6117,Rana Bushra Yousafzai,1500,Honda Civic RS,2023,"House No. 75, Gali 2, E-11/2, Islamabad"
KAR-9171,Z.Baig,2700,Toyota Fortuner,2026,مکان 149 گلی 19 North Nazimabad کراچی
AFR-7793,Z.Baig,2000,Hyundai Tucson,2021,مکان 149 گلی 19 North Nazimabad کراچی
LEA-3281,Z.Baig,1500,Honda Civic RS,2020,مکان 149 گلی 19 North Nazimabad کراچی
AFR-2866,K. Qureshi,1500,Honda Civic RS,2026,H#218 St-10 NorthNazimabad Karachi
RIR-9307,K. Qureshi,2700,Toyota Prado TX,2022,H#218 St-10 NorthNazimabad Karachi
ICT-1439,K. Qureshi,2000,Hyundai Tucson,2019,H#218 St-10 NorthNazimabad Karachi
KAR-2136,Khadija Niazi,2000,Audi e-tron,2019,"House 334, Street 40, B-17, Islamabad"
LEA-5023,Rana Ubaid Lodhi,2700,Toyota Fortuner,2018,"House No. 184, Gali 33, F-8/3, Islamabad"
AFR-4193,Kamran Ansari,800,Suzuki Mehran,2026,"House 181, Street 37, Cantt, Multan"
AFR-1942,M. Warraich,2000,Audi e-tron,2017,H#248 St-25 B-17 Islamabad
LEA-1092,M. Warraich,2700,Toyota Fortuner,2019,H#248 St-25 B-17 Islamabad
LEA-3657,Shahzad Orakzai,660,Suzuki Alto,2019,"298-23 Wapda Town, Lahore"
LEA-3632,Danish Qureshi,800,Suzuki Mehran,2023,"House 256, Street 31, Cantt, Multan"
KAR-6619,Malik Sufyan Tareen,1800,Toyota Corolla Altis,2025,"House No. 324, Gali 2, Wapda Town, Lahore"
ICT-205,Malik Sufyan Tareen,2700,Toyota Prado TX,2017,"House No. 324, Gali 2, Wapda Town, Lahore"
ICT-5669,Tooba Gilani,1300,Toyota Corolla GLi,2017,"101-17 Peoples Colony, Faisalabad"
KAR-2839,Rauf Naqvi,800,Suzuki Mehran,2023,"45-38 Hayatabad Phase 3, Peshawar"
LEA-5917,Ibrahim Kakar,1500,Honda Civic RS,2021,"House 175, Street 12, Clifton Block 2, Karachi"
RIR-4536,عائشہ Gill,660,Suzuki Alto,2023,"287-9 Wapda Town, Lahore"
AFR-8538,Malik Rabia Raja,2000,Hyundai Tucson,2025,"House No. 52, Gali 8, Chaklala Scheme 3, Rawalpindi"
LEA-8093,Syed Rabia Raja,1500,Honda Civic RS,2021,"House No. 52, Gali 8, Chaklala Scheme 3, Rawalpindi"
LEA-167,Shoaib Mirza,1500,Honda Civic RS,2020,"200-23 University Town, Peshawar"
LEA-4565,S. Yousafzai,1800,Toyota Corolla Altis,2019,H#205 St-40 MadinaTown Faisalabad
RIR-9149,S. Yousafzai,2700,Toyota Fortuner,2020,H#205 St-40 MadinaTown Faisalabad
KAR-1388,S. Yousafzai,1500,Honda Civic RS,2025,H#205 St-40 MadinaTown Faisalabad
ICT-150,Rana Bushra Sheikh,1200,Honda City,2023,"House No. 38, Gali 37, Westridge, Rawalpindi"
ICT-3910,M.Raja,1800,Toyota Corolla Altis,2017,مکان 67 گلی 18 Madina Town Faisalabad
KAR-6168,F.Sial,1800,Toyota Corolla Altis,2020,مکان 117 گلی 2 Gulshan-e-Iqbal کراچی
AFR-8828,F.Sial,2700,Toyota Prado TX,2022,مکان 117 گلی 2 Gulshan-e-Iqbal کراچی
RIR-3395,F.Sial,1800,Toyota Corolla Altis,2019,مکان 117 گلی 2 Gulshan-e-Iqbal کراچی
ICT-2019,S.Rajput,1300,Toyota Corolla GLi,2019,مکان 393 گلی 25 E-11/2 اسلام آباد
LEA-8796,T. Mirza,70,Honda CD-70,2020,H#180 St-39 I-8/4 Islamabad
AFR-1794,B. Chaudhry,1800,Toyota Corolla Altis,2023,H#279 St-14 I-8/4 Islamabad
RIR-2147,Mustafa Lodhi,70,Honda CD-70,2020,"House 71, Street 34, F-8/3, Islamabad"
RIR-8358,Hussain Janjua,1300,Toyota Corolla GLi,2017,"House 333, Street 30, Shah Rukn-e-Alam, Multan"
AFR-4250,Mubashir راجہ,2700,Toyota Prado TX,2024,"313-25 I-8/4, Islamabad"
KAR-5905,N.Virk,1000,Suzuki Cultus,2018,مکان 273 گلی 4 Westridge راولپنڈی
RIR-1488,Nadeem Tareen,1000,Suzuki Cultus,2018,"House 388, Street 2, Peoples Colony, Faisalabad"
RIR-364,Malik Asad Zaidi,1300,Toyota Corolla GLi,2024,"House No. 274, Gali 30, Gulshan-e-Iqbal, Karachi"
ICT-7025,W. Saddozai,1300,Toyota Corolla GLi,2025,H#8 St-18 BahriaPhase4 Rawalpindi
ICT-873,H.Yousafzai,1800,Toyota Corolla Altis,2023,مکان 138 گلی 17 Gulberg III لاہور
ICT-7415,H.Yousafzai,2000,Mercedes C200,2023,مکان 138 گلی 17 Gulberg III لاہور
RIR-3738,H.Yousafzai,3300,Toyota Land Cruiser ZX,2017,مکان 138 گلی 17 Gulberg III لاہور
ICT-2735,Sardar Nadeem Ansari,2000,Hyundai Tucson,2025,"House No. 9, Gali 29, North Nazimabad, Karachi"
RIR-3294,Sardar Nadeem Ansari,2000,Hyundai Tucson,2023,"House No. 9, Gali 29, North Nazimabad, Karachi"
RIR-2546,Malik Nadeem Ansari,2700,Toyota Prado TX,2017,"House No. 9, Gali 29, North Nazimabad, Karachi"
RIR-3383,R.Tarar,2000,Mercedes C200,2019,مکان 41 گلی 18 G-13/1 اسلام آباد
AFR-4757,T.Mehsud,1200,Honda City,2020,مکان 297 گلی 21 Madina Town Faisalabad
KAR-5467,Kashif ملک,1300,Toyota Corolla GLi,2026,"277-3 Shah Rukn-e-Alam, Multan"
KAR-9163,Rana Fahad Kazmi,1800,Toyota Corolla Altis,2025,"House No. 105, Gali 21, F-8/3, Islamabad"
ICT-7834,Haji Fahad Kazmi,1500,Honda Civic RS,2018,"House No. 105, Gali 21, F-8/3, Islamabad"
KAR-8852,R. Malik,1500,Honda Civic RS,2023,H#185 St-22 WapdaTown Lahore
ICT-4278,R. Malik,1800,Toyota Corolla Altis,2017,H#185 St-22 WapdaTown Lahore
KAR-7503,R. Malik,2000,Mercedes C200,2017,H#185 St-22 WapdaTown Lahore
AFR-2482,Usman Mirza,1200,Honda City,2025,"House 55, Street 39, Satellite Town, Rawalpindi"
ICT-5042,D. Khokhar,800,Suzuki Mehran,2023,H#355 St-16 DHAPhase5 Lahore
ICT-9998,Tariq Tarar,70,Honda CD-70,2025,"House 295, Street 32, DHA Phase 6, Karachi"
AFR-9810,Malik Nadeem Tareen,2000,Audi e-tron,2018,"House No. 241, Gali 7, D Ground, Faisalabad"
ICT-4181,Ehsan Bukhari,1500,Honda Civic RS,2017,"56-3 D Ground, Faisalabad"
KAR-9216,Ehsan Bukhari,2700,Toyota Prado TX,2025,"56-3 D Ground, Faisalabad"
ICT-5459,Rana Mahnoor Sandhu,2700,Toyota Fortuner,2025,"House No. 233, Gali 25, Gulgasht, Multan"
RIR-4408,Syed Mahnoor Sandhu,2000,Audi e-tron,2020,"House No. 233, Gali 25, Gulgasht, Multan"
KAR-8740,Malik Danish Niazi,660,Suzuki Alto,2018,"House No. 25, Gali 37, Gulshan-e-Iqbal, Karachi"
LEA-2060,R.Joiya,1800,Toyota Corolla Altis,2025,مکان 233 گلی 19 Peoples Colony Faisalabad
RIR-7430,R.Joiya,2700,Toyota Prado TX,2017,مکان 233 گلی 19 Peoples Colony Faisalabad
ICT-7098,R.Joiya,1500,Honda Civic RS,2018,مکان 233 گلی 19 Peoples Colony Faisalabad
LEA-7879,Gul Baig,800,Suzuki Mehran,2018,"78-32 Model Town, Lahore"
LEA-7793,Sana Durrani,800,Suzuki Mehran,2025,"2-28 Cantt, Multan"
RIR-4126,Javeria Kayani,2000,Mercedes C200,2021,"324-38 Madina Town, Faisalabad"
RIR-2187,Irfan Tarar,2700,Toyota Prado TX,2020,"House 127, Street 28, Gulshan-e-Iqbal, Karachi"
RIR-8627,Obaid Sheikh,660,Suzuki Alto,2023,"House 134, Street 21, Madina Town, Faisalabad"
LEA-2073,S. Hashmi,2000,Audi e-tron,2018,H#174 St-3 Cantt Multan
AFR-4483,S. Hashmi,1500,Honda Civic RS,2025,H#174 St-3 Cantt Multan
RIR-8117,M.Dar,2700,Toyota Prado TX,2018,مکان 57 گلی 40 Gulbahar Peshawar
KAR-5389,W. Rizvi,2000,Audi e-tron,2026,H#149 St-11 DHAPhase6 Karachi
RIR-7513,M. Malik,660,Suzuki Alto,2024,H#18 St-18 BahriaPhase4 Rawalpindi
AFR-5604,T. Chaudhry,1800,Toyota Corolla Altis,2024,H#370 St-27 G-13/1 Islamabad
KAR-9076,T. Chaudhry,1800,Toyota Corolla Altis,2020,H#370 St-27 G-13/1 Islamabad
KAR-8709,U.Shirazi,2000,Audi e-tron,2017,مکان 166 گلی 28 University Town Peshawar
KAR-3527,U.Shirazi,2000,Hyundai Tucson,2026,مکان 166 گلی 28 University Town Peshawar
KAR-6396,U.Shirazi,2000,Audi e-tron,2019,مکان 166 گلی 28 University Town Peshawar
AFR-268,Syed Nadeem Khattak,2700,Toyota Prado TX,2017,"House No. 193, Gali 19, Madina Town, Faisalabad"
RIR-1325,Haji Nadeem Khattak,1800,Toyota Corolla Altis,2021,"House No. 193, Gali 19, Madina Town, Faisalabad"
LEA-2184,Chaudhary Nadeem Khattak,2000,Audi e-tron,2023,"House No. 193, Gali 19, Madina Town, Faisalabad"
ICT-9093,B.Abbasi,1500,Honda Civic RS,2024,مکان 43 گلی 7 Gulbahar Peshawar
KAR-6401,B.Abbasi,1800,Toyota Corolla Altis,2026,مکان 43 گلی 7 Gulbahar Peshawar
RIR-1538,B.Abbasi,2700,Toyota Fortuner,2017,مکان 43 گلی 7 Gulbahar Peshawar
LEA-2064,N.Yousafzai,2700,Toyota Prado TX,2019,مکان 268 گلی 37 University Town Peshawar
ICT-2487,Ehsan Abbasi,2700,Toyota Fortuner,2021,"House 353, Street 37, I-8/4, Islamabad"
AFR-2997,Ehsan Abbasi,2700,Toyota Fortuner,2024,"House 353, Street 37, I-8/4, Islamabad"
LEA-7215,Sardar Zainab Hashmi,1500,Honda Civic RS,2024,"House No. 165, Gali 30, Johar Town, Lahore"
LEA-4709,K.Awan,1200,Honda City,2019,مکان 83 گلی 34 Hayatabad Phase 3 Peshawar
LEA-1704,Chaudhary Rauf Mirza,3300,Toyota Land Cruiser ZX,2018,"House No. 139, Gali 34, Gulgasht, Multan"
KAR-3972,Rana Sana Mehsud,800,Suzuki Mehran,2019,"House No. 266, Gali 39, Chaklala Scheme 3, Rawalpindi"
RIR-2831,Mian Owais Orakzai,1000,Suzuki Cultus,2022,"House No. 356, Gali 7, Bahria Phase 4, Rawalpindi"
KAR-6534,I. Mughal,70,Honda CD-70,2017,H#326 St-36 I-8/4 Islamabad
RIR-4942,K.Durrani,1800,Toyota Corolla Altis,2024,مکان 320 گلی 26 Gulberg III لاہور
KAR-8901,K.Durrani,2700,Toyota Prado TX,2024,مکان 320 گلی 26 Gulberg III لاہور
LEA-5220,Waseem Ansari,2000,Hyundai Tucson,2017,"House 53, Street 9, Wapda Town, Lahore"
LEA-3158,M.Abbasi,2000,Hyundai Tucson,2017,مکان 244 گلی 1 Bahria Phase 4 راولپنڈی
KAR-2281,Qasim Wazir,1000,Suzuki Cultus,2017,"155-33 Gulshan-e-Iqbal, Karachi"
LEA-2304,G.Niazi,1000,Suzuki Cultus,2023,مکان 163 گلی 34 Gulbahar Peshawar
AFR-105,Sardar Madiha Abbasi,70,Honda CD-70,2018,"House No. 287, Gali 29, University Town, Peshawar"
RIR-8068,F. Ansari,1200,Honda City,2018,H#239 St-23 I-8/4 Islamabad
RIR-8884,Haris Joiya,1300,Toyota Corolla GLi,2018,"100-1 Wapda Town, Lahore"
AFR-7769,A.Khan,1800,Toyota Corolla Altis,2021,مکان 18 گلی 18 Madina Town Faisalabad
ICT-5431,Syed Amna Malik,2000,Mercedes C200,2021,"House No. 242, Gali 39, Gulbahar, Peshawar"
ICT-3757,I.Joiya,2000,Mercedes C200,2021,مکان 32 گلی 21 Gulgasht Multan
RIR-6243,I.Joiya,2700,Toyota Fortuner,2020,مکان 32 گلی 21 Gulgasht Multan
KAR-1069,I.Joiya,2000,Mercedes C200,2024,مکان 32 گلی 21 Gulgasht Multan
KAR-973,R.Khokhar,2000,Hyundai Tucson,2026,مکان 47 گلی 12 G-10/2 اسلام آباد
KAR-5135,R.Khokhar,2000,Hyundai Tucson,2022,مکان 47 گلی 12 G-10/2 اسلام آباد
AFR-5967,Sardar Ahmed Dar,1300,Toyota Corolla GLi,2025,"House No. 236, Gali 6, Shah Rukn-e-Alam, Multan"
KAR-8659,Mian Sajid Baig,1500,Honda Civic RS,2018,"House No. 133, Gali 29, Chaklala Scheme 3, Rawalpindi"
KAR-472,Uzma Naqvi,2700,Toyota Prado TX,2026,"House 19, Street 38, DHA Phase 6, Karachi"
AFR-9805,H. Mirza,1300,Toyota Corolla GLi,2022,H#359 St-33 ChaklalaScheme3 Rawalpindi
KAR-8924,Rehan Khokhar,2000,Audi e-tron,2025,"60-34 DHA Phase 5, Lahore"
AFR-4365,B.Bukhari,2000,Audi e-tron,2021,مکان 360 گلی 7 I-8/4 اسلام آباد
ICT-329,B.Bukhari,1800,Toyota Corolla Altis,2023,مکان 360 گلی 7 I-8/4 اسلام آباد
RIR-3520,B.Bukhari,1500,Honda Civic RS,2017,مکان 360 گلی 7 I-8/4 اسلام آباد
AFR-2126,Sardar Uzma Qureshi,3300,Toyota Land Cruiser ZX,2024,"House No. 157, Gali 11, Chaklala Scheme 3, Rawalpindi"
LEA-3938,Chaudhary Uzma Qureshi,1500,Honda Civic RS,2020,"House No. 157, Gali 11, Chaklala Scheme 3, Rawalpindi"
RIR-8199,Ubaid Bukhari,800,Suzuki Mehran,2025,"House 223, Street 26, D Ground, Faisalabad"
KAR-6337,Syed Zafar Mehsud,660,Suzuki Alto,2018,"House No. 21, Gali 15, Gulshan-e-Iqbal, Karachi"
KAR-4537,N. Bukhari,800,Suzuki Mehran,2017,H#263 St-11 F-8/3 Islamabad
AFR-3063,Naveed Awan,660,Suzuki Alto,2022,"28-6 Shah Rukn-e-Alam, Multan"
ICT-507,S. Mehsud,70,Honda CD-70,2022,H#242 St-25 DHAPhase6 Karachi
ICT-5531,S. Shirazi,2000,Audi e-tron,2019,H#189 St-24 BahriaPhase4 Rawalpindi
RIR-9059,S. Shirazi,1500,Honda Civic RS,2025,H#189 St-24 BahriaPhase4 Rawalpindi
RIR-2483,S. Shirazi,2000,Hyundai Tucson,2023,H#189 St-24 BahriaPhase4 Rawalpindi
RIR-7451,Uzma Gondal,660,Suzuki Alto,2024,"97-3 Westridge, Rawalpindi"
KAR-3078,Wajahat Raja,1800,Toyota Corolla Altis,2026,"House 336, Street 26, DHA Phase 5, Lahore"
AFR-9069,Wajahat Raja,3300,Toyota Land Cruiser ZX,2026,"House 336, Street 26, DHA Phase 5, Lahore"
KAR-9687,H. Khokhar,1300,Toyota Corolla GLi,2024,H#335 St-26 E-11/2 Islamabad
LEA-8763,Laiba Joiya,1300,Toyota Corolla GLi,2024,"400-31 Madina Town, Faisalabad"
KAR-1295,Chaudhary Maryam Tareen,2000,Mercedes C200,2024,"House No. 77, Gali 1, Clifton Block 2, Karachi"
ICT-506,R. Khokhar,1300,Toyota Corolla GLi,2017,H#238 St-19 CliftonBlock2 Karachi
LEA-445,K. Sial,1200,Honda City,2021,H#393 St-2 GulbergIII Lahore
KAR-1628,Chaudhary Taimoor Bhatti,800,Suzuki Mehran,2023,"House No. 306, Gali 8, DHA Phase 5, Lahore"
RIR-4947,Yasir Durrani,1300,Toyota Corolla GLi,2025,"292-30 Gulbahar, Peshawar"
LEA-2791,N. Khattak,2700,Toyota Prado TX,2025,H#222 St-8 Cantt Multan
RIR-5629,N. Khattak,1800,Toyota Corolla Altis,2018,H#222 St-8 Cantt Multan
ICT-5314,J. Sheikh,2000,Hyundai Tucson,2021,H#243 St-14 WapdaTown Lahore
KAR-487,J. Sheikh,2000,Hyundai Tucson,2019,H#243 St-14 WapdaTown Lahore
RIR-2163,J. Sheikh,3300,Toyota Land Cruiser ZX,2018,H#243 St-14 WapdaTown Lahore
ICT-2334,Laiba Warraich,2000,Audi e-tron,2022,"140-1 Chaklala Scheme 3, Rawalpindi"
AFR-2838,Laiba Warraich,1500,Honda Civic RS,2017,"140-1 Chaklala Scheme 3, Rawalpindi"
ICT-8978,Laiba Warraich,1800,Toyota Corolla Altis,2022,"140-1 Chaklala Scheme 3, Rawalpindi"
LEA-1972,Wajahat Shirazi,1300,Toyota Corolla GLi,2021,"House 163, Street 7, Gulbahar, Peshawar"
LEA-5253,E. Cheema,2700,Toyota Prado TX,2025,H#228 St-10 GulbergIII Lahore
KAR-5822,Rana Mubashir Mirza,70,Honda CD-70,2022,"House No. 232, Gali 30, University Town, Peshawar"
LEA-4388,Pervez Tareen,2000,Audi e-tron,2018,"House 285, Street 32, I-8/4, Islamabad"
LEA-6212,Pervez Tareen,2000,Audi e-tron,2020,"House 285, Street 32, I-8/4, Islamabad"
RIR-9889,Rana Zeeshan Warraich,660,Suzuki Alto,2018,"House No. 57, Gali 37, Bahria Phase 4, Rawalpindi"
AFR-1951,Ayesha Rizvi,660,Suzuki Alto,2017,"House 116, Street 26, Madina Town, Faisalabad"
KAR-9522,Nasir Mirza,1500,Honda Civic RS,2018,"House 172, Street 30, G-13/1, Islamabad"
AFR-1403,U. Afridi,2000,Hyundai Tucson,2018,H#115 St-9 G-13/1 Islamabad
ICT-7459,U. Afridi,2700,Toyota Prado TX,2018,H#115 St-9 G-13/1 Islamabad
ICT-7842,A. Bhatti,2000,Hyundai Tucson,2026,H#86 St-37 PeoplesColony Faisalabad
LEA-1075,A. Bhatti,2700,Toyota Prado TX,2024,H#86 St-37 PeoplesColony Faisalabad
KAR-406,A. Bhatti,2700,Toyota Prado TX,2021,H#86 St-37 PeoplesColony Faisalabad
AFR-8183,Rana Atif Awan,2000,Audi e-tron,2026,"House No. 16, Gali 14, DHA Phase 5, Lahore"
LEA-2788,Mian Atif Awan,2000,Mercedes C200,2026,"House No. 16, Gali 14, DHA Phase 5, Lahore"
ICT-9550,Sardar Atif Awan,2000,Audi e-tron,2020,"House No. 16, Gali 14, DHA Phase 5, Lahore"
AFR-1399,Saad Khokhar,1800,Toyota Corolla Altis,2024,"House 57, Street 39, D Ground, Faisalabad"
KAR-7183,Saad Khokhar,1500,Honda Civic RS,2026,"House 57, Street 39, D Ground, Faisalabad"
RIR-4962,Saad Khokhar,2700,Toyota Fortuner,2025,"House 57, Street 39, D Ground, Faisalabad"
