registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
REG-250208,Umar بٹ,Tariq Kayani,"House 387, Street 14, Peoples Colony, Faisalabad",84971130,2023-11-10,10,Residential Plot
REG-685107,Umar بٹ,Atif Kazmi,"House 167, Street 29, Peoples Colony, Faisalabad",69545510,2023-12-06,10,Farmhouse
REG-214698,Irfan Siddiqui,Atif Khokhar,"House 109, Street 2, F-8/3, Islamabad",123180960,2022-02-12,40,Residential Plot
REG-357802,Irfan Siddiqui,Taimoor Tareen,"House 323, Street 23, I-8/4, Islamabad",18712290,2025-08-24,5,Residential House
REG-117923,Rana Bilal Hashmi,Shoaib Tarar,"House 158, Street 18, Model Town, Lahore",58734949,2025-12-10,7,Residential House
REG-405279,Ayesha Wazir,Rauf Abbasi,"House 351, Street 17, University Town, Peshawar",13610745,2024-10-31,5,Commercial Plaza
REG-325617,Ayesha Wazir,Laiba Tarar,"House 251, Street 1, Hayatabad Phase 3, Peshawar",25600510,2021-06-18,5,Commercial Plaza
REG-263029,Shoaib Butt,Hussain Dar,"House 58, Street 8, North Nazimabad, Karachi",12599545,2024-02-01,5,Residential Plot
REG-476769,O. Ansari,Saad Chaudhry,"House 170, Street 9, Madina Town, Faisalabad",24848615,2022-12-31,5,Commercial Plaza
REG-220781,Javeria Bhatti,Wajahat Bhatti,"House 211, Street 13, Madina Town, Faisalabad",113955720,2022-01-16,20,Farmhouse
REG-415839,Javeria Bhatti,Kashif Durrani,"House 400, Street 23, Peoples Colony, Faisalabad",49349125,2022-07-28,7,Apartment
REG-311267,Wajahat Malik,Bilal Mehsud,"House 46, Street 5, Madina Town, Faisalabad",55536509,2023-07-12,7,Apartment
REG-627257,Wajahat Malik,Hafsa Ansari,"House 219, Street 23, D Ground, Faisalabad",105212380,2022-05-03,20,Residential Plot
REG-831852,Rana Ubaid Sheikh,Hussain Joiya,"House 156, Street 37, G-10/2, Islamabad",80226480,2021-08-10,20,Residential Plot
REG-191790,B.Sheikh,Babar Kazmi,"House 358, Street 14, F-8/3, Islamabad",32503000,2022-03-19,5,Farmhouse
REG-414603,Naveed Gondal,Zeeshan Hashmi,"House 365, Street 32, Gulgasht, Multan",13450250,2021-03-10,5,Apartment
REG-477031,B.Yousafzai,Mubashir Ansari,"House 316, Street 12, G-13/1, Islamabad",32812460,2022-02-26,10,Farmhouse
REG-940705,Syed Zainab Baig,Iqra Sial,"House 110, Street 34, Gulshan-e-Iqbal, Karachi",394760080,2022-04-28,80,Apartment
REG-512193,Rana Zainab Baig,Irfan Bukhari,"House 313, Street 34, Clifton Block 2, Karachi",27890555,2021-05-25,5,Commercial Plaza
REG-881023,Kinza قریشی,Nadia Qureshi,"House 292, Street 35, Gulshan-e-Iqbal, Karachi",27120114,2025-03-18,7,Residential Plot
REG-161102,Syed Khadija Niazi,Anas Tarar,"House 337, Street 16, B-17, Islamabad",21378185,2025-07-18,5,Residential House
REG-150234,Chaudhary Khadija Niazi,Babar Lodhi,"House 381, Street 32, G-13/1, Islamabad",77426140,2023-05-11,20,Apartment
REG-457179,U. Lodhi,Ali Janjua,"House 96, Street 26, G-13/1, Islamabad",459828960,2023-08-03,80,Apartment
REG-742542,M.Warraich,Nadia Raja,"House 353, Street 21, B-17, Islamabad",251479520,2022-10-16,80,Commercial Plaza
REG-126653,Sufyan Tareen,Usman Saddozai,"House 117, Street 40, Model Town, Lahore",82033300,2022-07-02,20,Apartment
REG-607648,Ibrahim Kakar,Kamran Hashmi,"House 363, Street 21, DHA Phase 6, Karachi",97374580,2021-10-26,20,Residential Plot
REG-502063,Ibrahim Kakar,Shahzad Dar,"House 171, Street 28, Gulshan-e-Iqbal, Karachi",109897520,2024-07-26,40,Commercial Plaza
REG-152844,R.Raja,Zafar Rajput,"House 115, Street 28, Chaklala Scheme 3, Rawalpindi",265628840,2024-05-08,40,Farmhouse
REG-260303,R.Raja,Mubashir Awan,"House 59, Street 26, Westridge, Rawalpindi",86977400,2024-10-03,20,Farmhouse
REG-171157,Shoaib Mirza,Amna Virk,"House 246, Street 34, Gulbahar, Peshawar",123648920,2025-01-03,20,Residential Plot
REG-306457,Chaudhary Sana Yousafzai,Fatima Gill,"House 69, Street 14, D Ground, Faisalabad",38345174,2023-09-10,7,Farmhouse
REG-563360,Chaudhary Sana Yousafzai,Zubair Rajput,"House 138, Street 26, Madina Town, Faisalabad",64774020,2024-11-29,10,Residential Plot
REG-372047,M. Raja,Javeria Hashmi,"House 164, Street 14, Madina Town, Faisalabad",24274607,2025-01-16,7,Commercial Plaza
REG-839017,M. Raja,Naveed Virk,"House 160, Street 7, Peoples Colony, Faisalabad",42311180,2023-09-01,20,Residential House
REG-447614,Chaudhary Farhan Sial,Waseem Afridi,"House 361, Street 6, Gulshan-e-Iqbal, Karachi",50798083,2024-05-21,7,Residential Plot
REG-155391,Rana Farhan Sial,Hafsa Rizvi,"House 214, Street 17, North Nazimabad, Karachi",632862480,2021-01-30,80,Residential House
REG-710135,Syed Bushra Chaudhry,Kamran Awan,"House 218, Street 26, B-17, Islamabad",80100190,2024-06-10,10,Residential Plot
REG-633193,Malik Bushra Chaudhry,Hafsa Malik,"House 5, Street 40, E-11/2, Islamabad",30677605,2022-10-24,5,Apartment
REG-246763,M.Raja,Luqman Malik,"House 220, Street 34, I-8/4, Islamabad",201593520,2021-02-15,80,Farmhouse
REG-649798,Noman Virk,Faisal Dar,"House 293, Street 17, Westridge, Rawalpindi",17272959,2025-10-15,3,Apartment
REG-261315,Rana Hussain Yousafzai,Waseem Tareen,"House 44, Street 10, Wapda Town, Lahore",40778465,2024-09-21,7,Residential House
REG-352723,Sardar Hussain Yousafzai,Imran Shirazi,"House 270, Street 4, DHA Phase 5, Lahore",24391710,2022-08-30,7,Farmhouse
REG-588695,N.Ansari,Ghulam Qureshi,"House 398, Street 8, North Nazimabad, Karachi",16300930,2022-12-06,5,Residential House
REG-680371,Sardar Rehan Tarar,Hamza Mirza,"House 261, Street 22, G-10/2, Islamabad",48403810,2022-12-17,10,Residential House
REG-635362,Malik Talha Mehsud,Mustafa Bukhari,"House 5, Street 20, D Ground, Faisalabad",29567675,2025-01-31,5,Residential Plot
REG-128126,Fahad Kazmi,Mansoor Sandhu,"House 27, Street 10, F-8/3, Islamabad",21327970,2026-03-13,10,Commercial Plaza
REG-413284,Fahad Kazmi,Mubashir Kakar,"House 391, Street 3, E-11/2, Islamabad",157451040,2021-06-20,20,Apartment
REG-929074,Rashid ملک,Mubashir Mehsud,"House 78, Street 9, Gulberg III, Lahore",40978665,2023-04-20,7,Residential House
REG-276001,Rashid ملک,Nadeem Khokhar,"House 281, Street 37, Johar Town, Lahore",444451120,2023-06-11,80,Farmhouse
REG-371951,Khadija Bangash,Junaid Bukhari,"House 180, Street 20, Model Town, Lahore",56510258,2021-07-13,7,Residential House
REG-215488,Syed Faisal Sandhu,Danish Tareen,"House 394, Street 8, Shah Rukn-e-Alam, Multan",22607088,2023-03-05,3,Apartment
REG-152965,M.Janjua,Rabia Khan,"House 53, Street 8, Gulbahar, Peshawar",9607038,2025-08-18,3,Residential Plot
REG-281397,N. Tareen,Farah Durrani,"House 72, Street 19, D Ground, Faisalabad",68342630,2022-11-12,10,Farmhouse
REG-707688,N. Tareen,Laiba Khattak,"House 227, Street 26, Peoples Colony, Faisalabad",73425170,2024-01-24,10,Farmhouse
REG-513352,F.Naqvi,Sajid Warraich,"House 106, Street 34, DHA Phase 6, Karachi",41196925,2023-02-07,5,Commercial Plaza
REG-944848,Chaudhary Ehsan Bukhari,Khalid Gill,"House 233, Street 32, Madina Town, Faisalabad",286957440,2021-09-16,40,Farmhouse
REG-398470,M.Sandhu,Laiba Qureshi,"House 89, Street 24, Cantt, Multan",54264820,2023-10-07,20,Farmhouse
REG-444081,M.Sandhu,Nimra Khokhar,"House 342, Street 27, Shah Rukn-e-Alam, Multan",429998000,2025-03-07,80,Apartment
REG-774187,Zeeshan Gill,Kamran Gondal,"House 168, Street 9, DHA Phase 5, Lahore",9590676,2024-07-03,3,Apartment
REG-189396,Nadeem Shirazi,Zafar Niazi,"House 328, Street 27, University Town, Peshawar",28046230,2022-09-29,5,Residential Plot
REG-478697,Rida Joiya,Atif Tareen,"House 122, Street 29, Peoples Colony, Faisalabad",311524160,2021-10-09,80,Farmhouse
REG-474864,Rida Joiya,Hassan Bangash,"House 320, Street 38, D Ground, Faisalabad",31029280,2023-03-06,10,Commercial Plaza
REG-522341,Sana Durrani,Hafsa Rizvi,"House 2, Street 28, Gulgasht, Multan",20297718,2022-05-18,7,Apartment
REG-143047,Javeria Kayani,Khadija Khan,"House 287, Street 14, D Ground, Faisalabad",22644070,2022-12-24,10,Commercial Plaza
REG-207928,Danish Mirza,Hussain Hashmi,"House 119, Street 24, Gulgasht, Multan",16821723,2023-09-29,3,Farmhouse
REG-915827,Irfan Tarar,Khalid Awan,"House 263, Street 39, Gulshan-e-Iqbal, Karachi",254551440,2022-12-25,80,Apartment
REG-194243,L.Awan,Laiba Khokhar,"House 44, Street 4, Gulbahar, Peshawar",44933322,2023-03-20,7,Farmhouse
REG-209082,Sardar Sajid Hashmi,Rashid Kayani,"House 147, Street 32, Shah Rukn-e-Alam, Multan",106000520,2021-02-09,40,Apartment
REG-436002,Maryam Dar,Tariq Virk,"House 101, Street 17, University Town, Peshawar",42264470,2021-12-31,5,Commercial Plaza
REG-883524,Maryam Dar,Yousuf Awan,"House 257, Street 39, Hayatabad Phase 3, Peshawar",138668960,2023-12-30,20,Apartment
REG-375799,Waqas Rizvi,Haris Siddiqui,"House 325, Street 33, Clifton Block 2, Karachi",54327413,2021-11-02,7,Commercial Plaza
REG-680117,Syed Tariq Chaudhry,Kashif Raja,"House 207, Street 36, G-13/1, Islamabad",87774160,2022-10-21,20,Apartment
REG-672720,Haji Tariq Chaudhry,Adnan Wazir,"House 163, Street 35, B-17, Islamabad",61714100,2025-08-05,10,Residential Plot
REG-816688,Umar Shirazi,Noman Durrani,"House 37, Street 29, University Town, Peshawar",44610314,2024-04-16,7,Apartment
REG-906219,Nadeem Khattak,Iqra Lodhi,"House 191, Street 11, Peoples Colony, Faisalabad",502510880,2021-05-11,80,Commercial Plaza
REG-234280,B. Abbasi,Gul Mughal,"House 231, Street 18, Hayatabad Phase 3, Peshawar",164269240,2022-06-25,20,Residential House
REG-409971,B. Abbasi,Sufyan Tareen,"House 92, Street 30, Hayatabad Phase 3, Peshawar",580458240,2023-11-16,80,Apartment
REG-122714,N. Yousafzai,Hina Warraich,"House 206, Street 18, Gulbahar, Peshawar",86892240,2021-03-31,20,Farmhouse
REG-878100,E. Abbasi,Nadeem Wazir,"House 169, Street 18, G-10/2, Islamabad",75908760,2024-02-18,20,Residential Plot
REG-175510,E. Abbasi,Rauf Virk,"House 214, Street 12, I-8/4, Islamabad",26301072,2026-02-16,7,Residential Plot
REG-846113,Zainab Hashmi,Saqib Hashmi,"House 82, Street 31, Johar Town, Lahore",145207280,2021-02-28,80,Residential House
REG-161487,Zainab Hashmi,Sana Ansari,"House 28, Street 1, DHA Phase 5, Lahore",299997200,2026-01-31,80,Residential Plot
REG-356141,Rauf Mirza,Usman Kayani,"House 140, Street 7, Gulgasht, Multan",144947040,2025-01-12,20,Residential Plot
REG-113978,Rauf Mirza,Ayesha Bangash,"House 90, Street 14, Cantt, Multan",20626270,2025-07-22,10,Commercial Plaza
REG-941738,O. Orakzai,Laiba Saddozai,"House 111, Street 5, Bahria Phase 4, Rawalpindi",18262500,2022-11-18,5,Residential House
REG-240166,K. Durrani,Khadija Niazi,"House 355, Street 30, DHA Phase 5, Lahore",40954195,2024-08-02,5,Residential House
REG-307667,Waseem Ansari,Zubair Bukhari,"House 211, Street 32, Model Town, Lahore",12666825,2023-04-12,5,Farmhouse
REG-616778,Laiba Lodhi,Hussain Cheema,"House 44, Street 12, Gulbahar, Peshawar",8295837,2024-04-24,3,Commercial Plaza
REG-495199,Rana Mehwish Abbasi,Waseem Gondal,"House 262, Street 35, Westridge, Rawalpindi",137489880,2026-01-18,40,Farmhouse
REG-911374,Farhan Ansari,Ayesha Malik,"House 10, Street 5, F-8/3, Islamabad",29548694,2024-08-25,7,Apartment
REG-164715,Haji Ayesha Khan,Nimra Joiya,"House 126, Street 16, D Ground, Faisalabad",10757205,2022-08-11,5,Apartment
REG-917410,Syed Ayesha Khan,Fahad Kakar,"House 4, Street 38, Peoples Colony, Faisalabad",31775464,2021-02-20,7,Residential Plot
REG-308401,A. Malik,Ubaid Wazir,"House 262, Street 38, Hayatabad Phase 3, Peshawar",347788720,2024-03-04,40,Apartment
REG-799262,A. Malik,Hina Raja,"House 127, Street 24, Hayatabad Phase 3, Peshawar",161482920,2022-04-08,40,Farmhouse
REG-229919,Imran Joiya,Sadia Kakar,"House 308, Street 23, Cantt, Multan",157922620,2024-06-03,20,Residential House
REG-379097,W.Shirazi,Mubashir Rajput,"House 122, Street 36, Chaklala Scheme 3, Rawalpindi",19139911,2021-07-21,7,Residential House
REG-522265,Rabia Khokhar,Javeria Sheikh,"House 310, Street 10, G-13/1, Islamabad",171471020,2024-12-22,20,Residential House
REG-499193,A. Dar,Fatima Cheema,"House 87, Street 14, Shah Rukn-e-Alam, Multan",26981406,2023-07-07,3,Residential Plot
REG-211474,Sajid Baig,Kamran Mughal,"House 182, Street 35, Chaklala Scheme 3, Rawalpindi",180392960,2021-10-24,80,Apartment
REG-693535,U. Naqvi,Nimra Rizvi,"House 84, Street 26, Clifton Block 2, Karachi",23391155,2024-04-30,5,Residential House
REG-609451,U. Naqvi,Mubashir Mirza,"House 381, Street 27, Clifton Block 2, Karachi",37232085,2025-02-01,5,Commercial Plaza
REG-233967,Chaudhary Rehan Khokhar,Sajid Butt,"House 292, Street 20, Johar Town, Lahore",80310520,2023-05-08,40,Commercial Plaza
REG-901358,Chaudhary Rehan Khokhar,Adnan Gondal,"House 55, Street 13, DHA Phase 5, Lahore",9441540,2025-01-10,5,Residential House
REG-971076,Bushra Bukhari,Kashif Malik,"House 220, Street 17, E-11/2, Islamabad",10384990,2024-10-17,5,Residential Plot
REG-247717,Bushra Bukhari,Nadia Bukhari,"House 20, Street 5, I-8/4, Islamabad",265577480,2021-11-07,40,Commercial Plaza
REG-980536,U. Qureshi,Muhammad Orakzai,"House 70, Street 6, Westridge, Rawalpindi",53863201,2021-07-24,7,Residential House
REG-793593,U. Bukhari,Kamran Tarar,"House 354, Street 36, Madina Town, Faisalabad",29649151,2025-07-27,7,Residential Plot
REG-627371,Shoaib Shirazi,Jawad Raja,"House 206, Street 37, Chaklala Scheme 3, Rawalpindi",240122520,2022-12-28,40,Residential House
REG-486234,W. Raja,Ibrahim Niazi,"House 71, Street 21, Model Town, Lahore",154505920,2021-03-11,40,Commercial Plaza
REG-458156,W. Raja,Luqman Malik,"House 203, Street 20, Johar Town, Lahore",40109025,2024-07-18,5,Residential Plot
REG-849754,M.Tareen,Rida Zaidi,"House 360, Street 32, North Nazimabad, Karachi",146588720,2025-11-26,20,Commercial Plaza
REG-259107,M.Tareen,Laiba Hashmi,"House 149, Street 27, Clifton Block 2, Karachi",637627840,2022-04-27,80,Commercial Plaza
REG-804085,Taimoor Bhatti,Asad Kazmi,"House 382, Street 18, Model Town, Lahore",25106725,2022-01-12,7,Commercial Plaza
REG-704869,K.Kazmi,Farah Sial,"House 23, Street 34, Gulgasht, Multan",42221298,2025-04-30,7,Residential House
REG-430962,Noor Khattak,Naveed Bukhari,"House 372, Street 9, Cantt, Multan",472465280,2024-05-16,80,Commercial Plaza
REG-939538,Javeria Sheikh,Nadeem Janjua,"House 354, Street 27, Wapda Town, Lahore",446417840,2024-12-31,80,Commercial Plaza
REG-225100,L. Warraich,Shahzad Bangash,"House 67, Street 24, Bahria Phase 4, Rawalpindi",42744500,2023-02-11,20,Apartment
REG-441872,Wajahat Shirazi,Taimoor Sheikh,"House 143, Street 1, Hayatabad Phase 3, Peshawar",9357114,2026-03-14,3,Apartment
REG-454723,Mian Ehsan Cheema,Laiba Warraich,"House 395, Street 37, Model Town, Lahore",467898320,2023-11-16,80,Commercial Plaza
REG-327964,P. Tareen,Taimoor Gondal,"House 28, Street 18, I-8/4, Islamabad",284886400,2024-03-21,80,Apartment
REG-122967,O. Gill,Hussain Gondal,"House 289, Street 26, Hayatabad Phase 3, Peshawar",8634831,2023-03-29,3,Residential Plot
REG-267000,Chaudhary Nasir Mirza,Javeria Bangash,"House 91, Street 32, F-8/3, Islamabad",69943480,2024-09-14,10,Residential House
REG-587006,Umar Afridi,Tariq Lodhi,"House 163, Street 14, G-10/2, Islamabad",54755500,2023-02-15,20,Residential House
REG-302015,Haji Ali Bhatti,Noman Tareen,"House 214, Street 13, D Ground, Faisalabad",22339535,2021-05-04,5,Residential House
REG-528040,Haji Ali Bhatti,Ayesha Qureshi,"House 130, Street 15, Peoples Colony, Faisalabad",82615020,2025-01-09,20,Residential Plot
REG-372884,Atif Awan,Laiba Janjua,"House 378, Street 33, DHA Phase 5, Lahore",242062440,2022-09-11,40,Residential House
REG-396100,Atif Awan,Gul Khan,"House 225, Street 30, Wapda Town, Lahore",157946320,2024-06-20,40,Residential House
REG-429555,S.Khokhar,Hassan Bukhari,"House 161, Street 35, Peoples Colony, Faisalabad",79440300,2021-06-26,10,Apartment
REG-867465,Khadija Tareen,Nadia Wazir,"House 68, Street 29, Gulbahar, Peshawar",21337302,2023-07-15,7,Commercial Plaza
REG-871171,Babar Joiya,Ghulam Lodhi,"House 365, Street 8, Gulgasht, Multan",247734600,2024-01-18,40,Farmhouse
REG-300952,S.Sandhu,Pervez Gilani,"House 190, Street 5, Madina Town, Faisalabad",20620230,2022-11-23,10,Residential House
REG-233794,S.Sandhu,Hamza Zaidi,"House 74, Street 5, Peoples Colony, Faisalabad",56916860,2023-11-10,20,Residential House
REG-829995,A. Saddozai,Kashif Orakzai,"House 142, Street 24, Gulbahar, Peshawar",16354779,2024-08-13,7,Apartment
REG-318751,K. Niazi,Irfan Siddiqui,"House 346, Street 7, Bahria Phase 4, Rawalpindi",40390335,2024-12-10,5,Farmhouse
REG-601810,Hina Gondal,Khalid Kayani,"House 385, Street 26, Gulgasht, Multan",49160692,2021-05-12,7,Commercial Plaza
REG-200857,Imran Joiya,Yousuf Shirazi,"House 110, Street 2, Peoples Colony, Faisalabad",24643955,2023-10-03,7,Apartment
REG-201041,Usman Shirazi,Ahmed Kakar,"House 154, Street 30, Gulberg III, Lahore",25814703,2022-03-04,3,Commercial Plaza
REG-429276,Haris Rajput,Madiha Mehsud,"House 175, Street 38, F-8/3, Islamabad",75376460,2023-01-25,10,Residential Plot
REG-435518,Haris Rajput,Khadija Saddozai,"House 391, Street 38, G-10/2, Islamabad",43000748,2021-10-11,7,Residential Plot
REG-648769,Haji Ahmed Bukhari,Ibrahim Shirazi,"House 182, Street 40, DHA Phase 6, Karachi",12438951,2024-06-03,3,Residential House
REG-223251,Yousuf Hashmi,Madiha Durrani,"House 378, Street 24, Bahria Phase 4, Rawalpindi",163935120,2024-12-29,20,Farmhouse
REG-357524,Yousuf Hashmi,Sajid Bukhari,"House 268, Street 11, Chaklala Scheme 3, Rawalpindi",23237074,2023-06-07,7,Apartment
REG-679918,U. Kakar,Taimoor Wazir,"House 390, Street 13, F-8/3, Islamabad",115567000,2023-08-09,20,Residential House
REG-574829,U. Kakar,Hina Saddozai,"House 105, Street 14, B-17, Islamabad",637993920,2023-03-03,80,Apartment
REG-382178,M.Yousafzai,Zainab Afridi,"House 132, Street 18, Satellite Town, Rawalpindi",29321523,2022-07-15,7,Commercial Plaza
REG-215085,Syed Imran Tarar,Waqas Qureshi,"House 271, Street 27, Gulberg III, Lahore",29071690,2025-06-13,10,Commercial Plaza
REG-188944,Syed Imran Tarar,Umar Gondal,"House 56, Street 11, Wapda Town, Lahore",50025580,2022-07-23,20,Residential House
REG-663570,حسن Bhatti,Owais Gondal,"House 358, Street 10, DHA Phase 6, Karachi",85529220,2022-04-01,20,Commercial Plaza
REG-326223,حسن Bhatti,Kashif Abbasi,"House 296, Street 40, Clifton Block 2, Karachi",40812220,2024-04-30,5,Residential House
REG-199209,Yasir Lodhi,Amna Cheema,"House 383, Street 11, Madina Town, Faisalabad",264505920,2024-12-07,40,Residential Plot
REG-298279,I.Siddiqui,Nadia Mirza,"House 396, Street 30, DHA Phase 6, Karachi",20157030,2022-02-14,10,Commercial Plaza
REG-145907,I.Siddiqui,Taimoor Niazi,"House 315, Street 29, DHA Phase 6, Karachi",36248135,2024-04-19,5,Apartment
REG-472119,N.Raja,Naveed Bangash,"House 207, Street 29, DHA Phase 6, Karachi",50041930,2024-05-27,10,Residential Plot
REG-777847,N.Raja,Atif Bhatti,"House 151, Street 15, North Nazimabad, Karachi",30250370,2022-07-19,5,Commercial Plaza
REG-128142,Kinza Bangash,Owais Khan,"House 117, Street 30, Cantt, Multan",44562510,2025-06-23,5,Residential Plot
REG-836928,Babar Baig,Jawad Shirazi,"House 60, Street 6, Gulgasht, Multan",171612220,2023-08-04,20,Residential House
REG-789763,W. Kazmi,Irfan Butt,"House 109, Street 21, Hayatabad Phase 3, Peshawar",563873040,2025-11-17,80,Farmhouse
REG-970861,Wajahat Joiya,Irfan Khokhar,"House 49, Street 37, Gulgasht, Multan",136233680,2024-11-29,20,Residential House
REG-891128,Wajahat Joiya,Bushra Qureshi,"House 56, Street 28, Gulgasht, Multan",14663600,2021-05-18,7,Residential Plot
REG-668978,Mian Rauf Malik,Muhammad Sandhu,"House 228, Street 6, North Nazimabad, Karachi",17868360,2024-07-10,5,Residential Plot
REG-147449,N. Gondal,Asad Hashmi,"House 85, Street 17, Peoples Colony, Faisalabad",20449446,2023-05-23,3,Residential Plot
REG-400890,Chaudhary Adnan Baig,Owais Joiya,"House 7, Street 16, Gulbahar, Peshawar",43846540,2023-04-02,20,Farmhouse
REG-941194,S.Rizvi,Umar Raja,"House 300, Street 30, Wapda Town, Lahore",25258359,2024-10-14,3,Farmhouse
REG-252656,Danish Dar,Kashif Khokhar,"House 327, Street 13, Hayatabad Phase 3, Peshawar",46485334,2023-07-12,7,Residential Plot
REG-397357,Danish Dar,Haris Virk,"House 111, Street 19, Gulbahar, Peshawar",54577229,2021-07-22,7,Commercial Plaza
REG-689931,S.Kazmi,Rida Khan,"House 26, Street 27, D Ground, Faisalabad",76381160,2023-05-09,20,Apartment
REG-219961,S.Kazmi,Umar Qureshi,"House 66, Street 38, D Ground, Faisalabad",200625360,2022-01-06,80,Farmhouse
REG-474961,M.Virk,Faisal Warraich,"House 268, Street 20, Gulbahar, Peshawar",295886960,2025-06-17,40,Residential House
REG-983584,M.Virk,Fahad Virk,"House 195, Street 2, University Town, Peshawar",42340390,2023-12-15,10,Residential Plot
