meter_ref_no,consumer_name,installation_address,avg_monthly_bill_pkr,connection_type
MTR-43055872,Malik Salman Chaudhry,"House No. 107, Gali 26, Gulshan-e-Iqbal, Karachi",57434,Domestic
MTR-28119954,N. Mehsud,H#161 St-29 NorthNazimabad Karachi,4501,Domestic
MTR-91993652,Rabia Afridi,"61-22 Peoples Colony, Faisalabad",315981,Domestic
MTR-88001609,H. Baig,H#275 St-2 PeoplesColony Faisalabad,7487,Domestic
MTR-42689336,Mian Rehan Malik,"House No. 113, Gali 6, Johar Town, Lahore",31342,Domestic
MTR-18110163,Haji Farhan Bangash,"House No. 151, Gali 30, D Ground, Faisalabad",17874,Domestic
MTR-87433173,Sardar Saad Baig,"House No. 144, Gali 26, Gulgasht, Multan",13728,Domestic
MTR-83272628,R.Joiya,مکان 164 گلی 40 Gulshan-e-Iqbal کراچی,57219,Domestic
MTR-66167887,Malik Jawad Afridi,"House No. 231, Gali 11, Hayatabad Phase 3, Peshawar",309496,Domestic
MTR-79220859,U. Naqvi,H#16 St-8 ModelTown Lahore,56764,Commercial
MTR-35108570,Rehan Wazir,"House 75, Street 21, Gulberg III, Lahore",49279,Domestic
MTR-83818977,Haji Asad Zaidi,"House No. 344, Gali 5, Wapda Town, Lahore",5371,Commercial
MTR-38519308,Haris شیخ,"256-3 University Town, Peshawar",158318,Domestic
MTR-17038605,A. Bukhari,H#296 St-2 DHAPhase6 Karachi,46984,Domestic
MTR-74974720,حسین Rizvi,"173-2 Peoples Colony, Faisalabad",314974,Commercial
MTR-16878332,Farhan Warraich,"397-21 G-13/1, Islamabad",59155,Commercial
MTR-14188088,Mian Anas Khattak,"House No. 317, Gali 7, I-8/4, Islamabad",17751,Domestic
MTR-57684954,Mian Javeria Durrani,"House No. 88, Gali 6, DHA Phase 6, Karachi",5147,Commercial
MTR-39265047,عثمان Siddiqui,"39-17 I-8/4, Islamabad",158700,Domestic
MTR-10500116,Hamza Awan,"386-38 Johar Town, Lahore",347004,Domestic
MTR-15006326,Z. Wazir,H#165 St-31 Gulshan-e-Iqbal Karachi,270756,Domestic
MTR-22698735,Mian Bushra Khattak,"House No. 356, Gali 5, Cantt, Multan",52888,Domestic
MTR-11596365,Wajahat Virk,"House 54, Street 22, Westridge, Rawalpindi",7619,Commercial
MTR-28176707,L.Khokhar,مکان 259 گلی 7 Cantt Multan,6085,Commercial
MTR-62285716,Malik Fatima Baig,"House No. 97, Gali 5, University Town, Peshawar",56145,Commercial
MTR-71118042,Rashid Khokhar,"57-16 B-17, Islamabad",34433,Commercial
MTR-36084915,G.Kayani,مکان 44 گلی 23 G-13/1 اسلام آباد,195922,Domestic
MTR-70383443,B. Sheikh,H#190 St-7 Gulshan-e-Iqbal Karachi,29689,Commercial
MTR-74197226,Saad Shirazi,"House 312, Street 32, Wapda Town, Lahore",29264,Commercial
MTR-55882479,Nimra Orakzai,"201-26 Shah Rukn-e-Alam, Multan",31726,Commercial
MTR-74744790,F.Afridi,مکان 148 گلی 1 Wapda Town لاہور,383871,Commercial
MTR-97571787,Javeria Janjua,"House 349, Street 5, Chaklala Scheme 3, Rawalpindi",37611,Domestic
MTR-32846949,Farah Rajput,"House 11, Street 12, Gulshan-e-Iqbal, Karachi",12907,Commercial
MTR-52952643,I.Gill,مکان 251 گلی 16 Clifton Block 2 کراچی,269901,Commercial
MTR-57165162,D. Naqvi,H#387 St-10 PeoplesColony Faisalabad,58326,Domestic
MTR-90922964,F. Rizvi,H#130 St-24 ModelTown Lahore,296195,Commercial
MTR-42533446,Haji Fahad Lodhi,"House No. 373, Gali 2, Gulgasht, Multan",15798,Domestic
MTR-57451543,A. Malik,H#185 St-14 Westridge Rawalpindi,20787,Domestic
MTR-44646315,Saba Mehsud,"270-12 Madina Town, Faisalabad",161180,Commercial
MTR-13056530,Umar Butt,"House 360, Street 22, D Ground, Faisalabad",361978,Commercial
MTR-55913198,Irfan Siddiqui,"351-10 E-11/2, Islamabad",238056,Commercial
MTR-52104405,Mubashir Hashmi,"151-1 DHA Phase 5, Lahore",12242,Domestic
MTR-90547120,B. Hashmi,H#221 St-23 DHAPhase5 Lahore,17441,Domestic
MTR-28686854,A.Wazir,مکان 80 گلی 6 Gulbahar Peshawar,233263,Domestic
MTR-30101289,S. Butt,H#128 St-25 Gulshan-e-Iqbal Karachi,8222,Domestic
MTR-73744923,Owais Ansari,"House 348, Street 21, Madina Town, Faisalabad",16084,Domestic
MTR-91728985,M. Niazi,H#291 St-30 I-8/4 Islamabad,24600,Domestic
MTR-25417491,J. Bhatti,H#365 St-23 DGround Faisalabad,219418,Domestic
MTR-14781675,W. Malik,H#393 St-27 PeoplesColony Faisalabad,349931,Domestic
MTR-70054314,Ubaid شیخ,"139-7 G-10/2, Islamabad",286127,Domestic
MTR-49725601,Babar شیخ,"300-33 B-17, Islamabad",368485,Domestic
MTR-28519758,Naveed Gondal,"House 80, Street 20, Gulgasht, Multan",171757,Commercial
MTR-39815956,M.Abbasi,مکان 267 گلی 7 Peoples Colony Faisalabad,38202,Commercial
MTR-68291210,B. Yousafzai,H#75 St-2 E-11/2 Islamabad,216252,Commercial
MTR-52820120,زینب Baig,"149-19 North Nazimabad, Karachi",275765,Commercial
MTR-87382334,K.Qureshi,مکان 218 گلی 10 North Nazimabad کراچی,311195,Domestic
MTR-83246253,Ubaid Lodhi,"184-33 F-8/3, Islamabad",200133,Domestic
MTR-62992060,Chaudhary Kamran Ansari,"House No. 181, Gali 37, Cantt, Multan",17128,Domestic
MTR-23296297,Mubashir Warraich,"House 248, Street 25, B-17, Islamabad",151574,Domestic
MTR-51154570,Shahzad Orakzai,"House 298, Street 23, Wapda Town, Lahore",47491,Domestic
MTR-50391494,D. Qureshi,H#256 St-31 Cantt Multan,12356,Commercial
MTR-87150078,Malik Rida Virk,"House No. 33, Gali 4, University Town, Peshawar",7734,Domestic
MTR-76368080,Tooba Gilani,"House 101, Street 17, Peoples Colony, Faisalabad",39112,Commercial
MTR-69680141,Rauf Naqvi,"House 45, Street 38, Hayatabad Phase 3, Peshawar",7425,Domestic
MTR-94392799,Rana Ibrahim Kakar,"House No. 175, Gali 12, Clifton Block 2, Karachi",261119,Domestic
MTR-11362154,Rabia راجہ,"52-8 Chaklala Scheme 3, Rawalpindi",147453,Domestic
MTR-76327270,S. Mirza,H#200 St-23 UniversityTown Peshawar,391844,Commercial
MTR-64426605,Sana Yousafzai,"House 205, Street 40, Madina Town, Faisalabad",293966,Commercial
MTR-21862890,Z. Malik,H#216 St-17 I-8/4 Islamabad,41772,Commercial
MTR-28791400,Bushra Sheikh,"House 38, Street 37, Westridge, Rawalpindi",7814,Domestic
MTR-43521997,Mehwish Raja,"House 67, Street 18, Madina Town, Faisalabad",203639,Domestic
MTR-40658768,Farhan Sial,"117-2 Gulshan-e-Iqbal, Karachi",442774,Domestic
MTR-11329716,S. Rajput,H#393 St-25 E-11/2 Islamabad,58561,Commercial
MTR-66879211,Hamza Yousafzai,"100-22 Gulberg III, Lahore",50627,Commercial
MTR-98319319,Danish Tarar,"House 291, Street 3, Gulgasht, Multan",30991,Domestic
MTR-64637674,Talha Mirza,"House 180, Street 39, I-8/4, Islamabad",20240,Domestic
MTR-15076504,Bushra چوہدری,"279-14 I-8/4, Islamabad",412411,Domestic
MTR-80793233,Rana Zara Janjua,"House No. 164, Gali 35, Madina Town, Faisalabad",4690,Domestic
MTR-32834401,M. Lodhi,H#71 St-34 F-8/3 Islamabad,51373,Domestic
MTR-24631001,H. Janjua,H#333 St-30 ShahRukn-e-Alam Multan,49588,Domestic
MTR-59732009,M. Raja,H#313 St-25 I-8/4 Islamabad,145139,Domestic
MTR-53901861,Noman Virk,"273-4 Westridge, Rawalpindi",15797,Domestic
MTR-64759163,N. Tareen,H#388 St-2 PeoplesColony Faisalabad,6576,Domestic
MTR-64940186,Asad Zaidi,"House 274, Street 30, Gulshan-e-Iqbal, Karachi",23130,Domestic
MTR-47280369,Wajahat Saddozai,"8-18 Bahria Phase 4, Rawalpindi",33529,Commercial
MTR-95452044,حسین Yousafzai,"138-17 Gulberg III, Lahore",360167,Domestic
MTR-80303508,Nadeem Ansari,"House 9, Street 29, North Nazimabad, Karachi",270522,Domestic
MTR-74511927,Rehan Tarar,"House 41, Street 18, G-13/1, Islamabad",163892,Domestic
MTR-70750199,W.Kayani,مکان 66 گلی 15 University Town Peshawar,15056,Domestic
MTR-73234267,Talha Mehsud,"House 297, Street 21, Madina Town, Faisalabad",15444,Domestic
MTR-30100918,K.Malik,مکان 277 گلی 3 Shah Rukn-e-Alam Multan,50593,Domestic
MTR-67980701,Fahad Kazmi,"105-21 F-8/3, Islamabad",435769,Domestic
MTR-12756067,R.Malik,مکان 185 گلی 22 Wapda Town لاہور,393701,Domestic
MTR-42260213,عثمان Mirza,"55-39 Satellite Town, Rawalpindi",17558,Domestic
MTR-22715558,K.Bangash,مکان 194 گلی 38 Johar Town لاہور,25491,Commercial
MTR-47061706,Shoaib Gilani,"House 323, Street 36, D Ground, Faisalabad",5304,Domestic
MTR-38710184,Y.Wazir,مکان 226 گلی 21 D Ground Faisalabad,30995,Domestic
MTR-59294687,D.Khokhar,مکان 355 گلی 16 DHA Phase 5 لاہور,33145,Domestic
MTR-94855336,M. Janjua,H#346 St-38 UniversityTown Peshawar,35503,Domestic
MTR-62062140,Tariq Tarar,"295-32 DHA Phase 6, Karachi",18230,Domestic
MTR-45177708,N.Tareen,مکان 241 گلی 7 D Ground Faisalabad,310920,Domestic
MTR-29633563,Fatima Naqvi,"House 182, Street 9, North Nazimabad, Karachi",27687,Commercial
MTR-46383631,E.Bukhari,مکان 56 گلی 3 D Ground Faisalabad,424608,Domestic
MTR-75183437,Z. Tareen,H#376 St-12 DHAPhase6 Karachi,8892,Domestic
MTR-85396335,Mahnoor Sandhu,"House 233, Street 25, Gulgasht, Multan",413814,Domestic
MTR-66315540,Danish Niazi,"25-37 Gulshan-e-Iqbal, Karachi",43904,Commercial
MTR-74431084,Chaudhary Saqib Tareen,"House No. 22, Gali 14, Bahria Phase 4, Rawalpindi",12143,Commercial
MTR-57134261,Z. Gill,H#61 St-19 JoharTown Lahore,13555,Commercial
MTR-37137733,N.Shirazi,مکان 119 گلی 18 Hayatabad Phase 3 Peshawar,16379,Domestic
MTR-44661028,H.Shirazi,مکان 276 گلی 13 G-13/1 اسلام آباد,19195,Domestic
MTR-86945236,Rida Joiya,"233-19 Peoples Colony, Faisalabad",314024,Domestic
MTR-46441106,Naveed Lodhi,"House 60, Street 23, Gulgasht, Multan",57428,Domestic
MTR-84404123,W.Khokhar,مکان 263 گلی 5 Gulgasht Multan,12422,Domestic
MTR-75370127,Saqib Baig,"House 339, Street 3, Gulbahar, Peshawar",39406,Domestic
MTR-81126448,G.Baig,مکان 78 گلی 32 Model Town لاہور,26323,Domestic
MTR-79002791,S.Durrani,مکان 2 گلی 28 Cantt Multan,28738,Domestic
MTR-54385680,J. Kayani,H#324 St-38 MadinaTown Faisalabad,177377,Domestic
MTR-97048624,D. Mirza,H#251 St-26 ShahRukn-e-Alam Multan,33915,Commercial
MTR-56253322,L. Awan,H#251 St-39 UniversityTown Peshawar,28571,Domestic
MTR-95356766,Malik Obaid Sheikh,"House No. 134, Gali 21, Madina Town, Faisalabad",25785,Commercial
MTR-91523702,Sajid Hashmi,"174-3 Cantt, Multan",359248,Domestic
MTR-25238151,Haji Maryam Dar,"House No. 57, Gali 40, Gulbahar, Peshawar",202071,Domestic
MTR-50444045,W.Rizvi,مکان 149 گلی 11 DHA Phase 6 کراچی,268546,Domestic
MTR-74453962,Mian Mubashir Malik,"House No. 18, Gali 18, Bahria Phase 4, Rawalpindi",5015,Domestic
MTR-13782292,Tariq Chaudhry,"House 370, Street 27, G-13/1, Islamabad",251787,Commercial
MTR-71278047,U. Shirazi,H#166 St-28 UniversityTown Peshawar,226613,Domestic
MTR-74505463,N.Khattak,مکان 193 گلی 19 Madina Town Faisalabad,340083,Domestic
MTR-99316511,Irfan Orakzai,"House 126, Street 25, D Ground, Faisalabad",12966,Domestic
MTR-90291738,Taimoor Gondal,"House 204, Street 15, Peoples Colony, Faisalabad",31237,Commercial
MTR-27511429,Nasir Yousafzai,"House 268, Street 37, University Town, Peshawar",192326,Domestic
MTR-94611216,Ehsan Abbasi,"353-37 I-8/4, Islamabad",354674,Domestic
MTR-88512902,زینب Hashmi,"165-30 Johar Town, Lahore",339446,Domestic
MTR-60309706,حسین Sial,"321-34 DHA Phase 6, Karachi",19104,Domestic
MTR-91000400,R.Mirza,مکان 139 گلی 34 Gulgasht Multan,181763,Domestic
MTR-69535863,Sana Mehsud,"266-39 Chaklala Scheme 3, Rawalpindi",5984,Domestic
MTR-90699573,Syed Junaid Naqvi,"House No. 6, Gali 21, Shah Rukn-e-Alam, Multan",47300,Commercial
MTR-43204444,Owais Orakzai,"House 356, Street 7, Bahria Phase 4, Rawalpindi",16922,Commercial
MTR-45359441,Iqra Mughal,"House 326, Street 36, I-8/4, Islamabad",52360,Domestic
MTR-24028994,Khadija Durrani,"House 320, Street 26, Gulberg III, Lahore",392009,Domestic
MTR-78835430,W.Ansari,مکان 53 گلی 9 Wapda Town لاہور,318568,Commercial
MTR-88528338,Rana Laiba Lodhi,"House No. 316, Gali 31, Gulbahar, Peshawar",15698,Commercial
MTR-54341093,Mehwish Abbasi,"House 244, Street 1, Bahria Phase 4, Rawalpindi",289486,Domestic
MTR-35917782,Q.Wazir,مکان 155 گلی 33 Gulshan-e-Iqbal کراچی,15055,Domestic
MTR-22003040,Ghulam Niazi,"163-34 Gulbahar, Peshawar",9020,Domestic
MTR-64426050,Madiha Abbasi,"287-29 University Town, Peshawar",5407,Commercial
MTR-76914150,Mian Farhan Ansari,"House No. 239, Gali 23, I-8/4, Islamabad",51689,Commercial
MTR-84704036,H. Joiya,H#100 St-1 WapdaTown Lahore,12626,Domestic
MTR-93338395,A. Khan,H#18 St-18 MadinaTown Faisalabad,338961,Domestic
MTR-24307150,A.Malik,مکان 242 گلی 39 Gulbahar Peshawar,354446,Domestic
MTR-74954093,Hussain Sandhu,"House 366, Street 10, G-13/1, Islamabad",5530,Commercial
MTR-62793703,عمران Joiya,"32-21 Gulgasht, Multan",407732,Commercial
MTR-30251058,Malik Babar Mehsud,"House No. 364, Gali 11, University Town, Peshawar",10247,Domestic
MTR-77644551,Pervez Wazir,"34-13 Cantt, Multan",26690,Commercial
MTR-90927854,Chaudhary Waseem Shirazi,"House No. 89, Gali 1, Westridge, Rawalpindi",57909,Commercial
MTR-92950407,Rabia Khokhar,"47-12 G-10/2, Islamabad",360467,Commercial
MTR-36148409,A.Dar,مکان 236 گلی 6 Shah Rukn-e-Alam Multan,7752,Domestic
MTR-16924775,Owais Sheikh,"House 92, Street 18, Gulshan-e-Iqbal, Karachi",56121,Commercial
MTR-67354961,Sajid Baig,"House 133, Street 29, Chaklala Scheme 3, Rawalpindi",159979,Domestic
MTR-26437650,U.Naqvi,مکان 19 گلی 38 DHA Phase 6 کراچی,189407,Domestic
MTR-37792618,Mian Hafsa Mirza,"House No. 359, Gali 33, Chaklala Scheme 3, Rawalpindi",10069,Commercial
MTR-86876218,R.Khokhar,مکان 60 گلی 34 DHA Phase 5 لاہور,191587,Commercial
MTR-55427762,Chaudhary Bushra Bukhari,"House No. 360, Gali 7, I-8/4, Islamabad",166996,Commercial
MTR-74776520,Uzma قریشی,"157-11 Chaklala Scheme 3, Rawalpindi",243205,Commercial
MTR-18104419,U.Bukhari,مکان 223 گلی 26 D Ground Faisalabad,19643,Commercial
MTR-37833814,Z.Mehsud,مکان 21 گلی 15 Gulshan-e-Iqbal کراچی,8862,Commercial
MTR-74578853,Chaudhary Nasir Bukhari,"House No. 263, Gali 11, F-8/3, Islamabad",12266,Domestic
MTR-93359115,Mian Naveed Awan,"House No. 28, Gali 6, Shah Rukn-e-Alam, Multan",59817,Domestic
MTR-95963658,Muhammad Wazir,"House 89, Street 20, Bahria Phase 4, Rawalpindi",8135,Commercial
MTR-22100781,S.Durrani,مکان 351 گلی 36 Bahria Phase 4 راولپنڈی,46779,Domestic
MTR-29860189,S.Mehsud,مکان 242 گلی 25 DHA Phase 6 کراچی,30204,Commercial
MTR-54607236,N.Kakar,مکان 346 گلی 28 Gulberg III لاہور,49964,Commercial
MTR-90715356,Chaudhary Shoaib Shirazi,"House No. 189, Gali 24, Bahria Phase 4, Rawalpindi",394719,Commercial
MTR-72510751,U. Gondal,H#97 St-3 Westridge Rawalpindi,20753,Domestic
MTR-75316426,Q.Abbasi,مکان 199 گلی 31 Gulberg III لاہور,50376,Domestic
MTR-25458755,Chaudhary Wajahat Raja,"House No. 336, Gali 26, DHA Phase 5, Lahore",236218,Commercial
MTR-21725041,Hafsa Khokhar,"House 335, Street 26, E-11/2, Islamabad",27594,Domestic
MTR-16055630,Malik Laiba Joiya,"House No. 400, Gali 31, Madina Town, Faisalabad",12963,Domestic
MTR-50259317,Mian Rida Khokhar,"House No. 238, Gali 19, Clifton Block 2, Karachi",29207,Domestic
MTR-45355912,Mian Kashif Sial,"House No. 393, Gali 2, Gulberg III, Lahore",49889,Domestic
MTR-91630214,Taimoor Bhatti,"House 306, Street 8, DHA Phase 5, Lahore",37005,Commercial
MTR-28894885,T.Rizvi,مکان 373 گلی 10 F-8/3 اسلام آباد,15342,Domestic
MTR-90040720,Yasir Durrani,"House 292, Street 30, Gulbahar, Peshawar",32790,Domestic
MTR-72431702,Khalid Kazmi,"173-20 Cantt, Multan",9081,Domestic
MTR-95538878,N.Khattak,مکان 222 گلی 8 Cantt Multan,247356,Commercial
MTR-77534370,J.Sheikh,مکان 243 گلی 14 Wapda Town لاہور,239766,Domestic
MTR-75745076,L.Warraich,مکان 140 گلی 1 Chaklala Scheme 3 راولپنڈی,194587,Commercial
MTR-41859872,W. Shirazi,H#163 St-7 Gulbahar Peshawar,58000,Commercial
MTR-96624353,M.Mirza,مکان 312 گلی 30 Gulgasht Multan,16003,Domestic
MTR-30081246,E.Cheema,مکان 228 گلی 10 Gulberg III لاہور,200043,Domestic
MTR-22091081,K.Warraich,مکان 293 گلی 6 B-17 اسلام آباد,32850,Domestic
MTR-45691187,Chaudhary Pervez Tareen,"House No. 285, Gali 32, I-8/4, Islamabad",373930,Commercial
MTR-94605103,Syed Obaid Gill,"House No. 215, Gali 39, Hayatabad Phase 3, Peshawar",50857,Domestic
MTR-87523264,A. Rizvi,H#116 St-26 MadinaTown Faisalabad,20197,Domestic
MTR-88689194,N. Mirza,H#172 St-30 G-13/1 Islamabad,282397,Domestic
MTR-27018963,Malik Umar Afridi,"House No. 115, Gali 9, G-13/1, Islamabad",447257,Domestic
MTR-46913398,علی Bhatti,"86-37 Peoples Colony, Faisalabad",351497,Domestic
MTR-68749654,Sadia Kazmi,"House 83, Street 30, Hayatabad Phase 3, Peshawar",13166,Commercial
MTR-76337139,Atif Awan,"House 16, Street 14, DHA Phase 5, Lahore",297590,Domestic
MTR-31677011,Saad Khokhar,"57-39 D Ground, Faisalabad",162138,Domestic
MTR-72286972,H.Mehsud,مکان 267 گلی 31 Shah Rukn-e-Alam Multan,11752,Domestic
MTR-60194003,H. Bangash,H#332 St-35 Gulbahar Peshawar,53589,Commercial
MTR-94235746,Sardar Noor Kakar,"House No. 205, Gali 33, I-8/4, Islamabad",52051,Domestic
MTR-32325517,Sardar Khadija Tareen,"House No. 370, Gali 11, Hayatabad Phase 3, Peshawar",13303,Domestic
MTR-96177087,N. Kayani,H#329 St-5 I-8/4 Islamabad,38773,Commercial
MTR-20599782,B.Joiya,مکان 291 گلی 18 Shah Rukn-e-Alam Multan,327826,Domestic
MTR-27904479,S. Sandhu,H#366 St-19 MadinaTown Faisalabad,408578,Commercial
MTR-54323419,Adnan Saddozai,"66-10 Gulbahar, Peshawar",222723,Domestic
MTR-99183233,Haji Khadija Niazi,"House No. 133, Gali 24, Satellite Town, Rawalpindi",363208,Domestic
MTR-89949322,U. Abbasi,H#161 St-34 DGround Faisalabad,24023,Domestic
MTR-83323080,Rana Saad Rajput,"House No. 343, Gali 5, Clifton Block 2, Karachi",26129,Commercial
MTR-59463294,Laiba Kakar,"House 333, Street 13, Cantt, Multan",14816,Domestic
MTR-26435996,Syed Hina Gondal,"House No. 187, Gali 3, Cantt, Multan",40037,Domestic
MTR-39158577,I. Joiya,H#127 St-16 DGround Faisalabad,398504,Commercial
MTR-77740695,عثمان Shirazi,"143-6 Wapda Town, Lahore",59745,Domestic
MTR-79047441,D. Janjua,H#245 St-30 DGround Faisalabad,7022,Domestic
MTR-18225265,احمد Bukhari,"369-29 Clifton Block 2, Karachi",34915,Commercial
MTR-56856904,Sardar Iqra Lodhi,"House No. 169, Gali 33, DHA Phase 6, Karachi",26582,Domestic
MTR-21782785,Ehsan Lodhi,"258-20 Gulgasht, Multan",17561,Commercial
MTR-20386940,Rana Yousuf Hashmi,"House No. 34, Gali 28, Bahria Phase 4, Rawalpindi",222517,Domestic
MTR-65480769,Umar Kakar,"110-20 F-8/3, Islamabad",305585,Domestic
MTR-72987414,Mubashir Yousafzai,"House 166, Street 11, Bahria Phase 4, Rawalpindi",151977,Domestic
MTR-31979178,Sana Rajput,"214-18 Gulgasht, Multan",58543,Commercial
MTR-39878165,B.Durrani,مکان 231 گلی 20 Gulberg III لاہور,17837,Commercial
MTR-33829243,I. Tarar,H#234 St-18 JoharTown Lahore,377691,Domestic
MTR-97903700,Hassan Bhatti,"House 167, Street 36, North Nazimabad, Karachi",239603,Domestic
MTR-75759343,A.Chaudhry,مکان 167 گلی 31 Bahria Phase 4 راولپنڈی,25078,Domestic
MTR-51589099,Y. Lodhi,H#193 St-4 DGround Faisalabad,227293,Domestic
MTR-38617049,Irfan Siddiqui,"House 384, Street 5, DHA Phase 6, Karachi",291911,Domestic
MTR-20427759,Sardar Kinza Bangash,"House No. 185, Gali 29, Shah Rukn-e-Alam, Multan",17053,Domestic
MTR-62495573,B.Baig,مکان 133 گلی 17 Gulgasht Multan,226010,Commercial
MTR-76345758,Mustafa Sheikh,"House 31, Street 33, Gulbahar, Peshawar",4463,Domestic
MTR-40650407,M.Hashmi,مکان 171 گلی 5 Wapda Town لاہور,5058,Domestic
MTR-62945874,Waqas Kazmi,"House 294, Street 30, Hayatabad Phase 3, Peshawar",147366,Commercial
MTR-11853061,Wajahat Joiya,"334-22 Cantt, Multan",147542,Domestic
MTR-86417149,R.Malik,مکان 4 گلی 40 Gulshan-e-Iqbal کراچی,53144,Domestic
MTR-73045855,N.Gondal,مکان 394 گلی 21 D Ground Faisalabad,6056,Commercial
MTR-49741669,A.Baig,مکان 106 گلی 20 Hayatabad Phase 3 Peshawar,251359,Domestic
MTR-82334365,Rana Shahzad Rizvi,"House No. 168, Gali 21, DHA Phase 5, Lahore",26390,Domestic
MTR-32625303,D.Dar,مکان 14 گلی 9 University Town Peshawar,376658,Domestic
MTR-54298467,N.Virk,مکان 225 گلی 26 E-11/2 اسلام آباد,14494,Domestic
MTR-24493624,S. Kazmi,H#265 St-8 DGround Faisalabad,407729,Domestic
MTR-39228502,Rana Pervez Baig,"House No. 260, Gali 24, Satellite Town, Rawalpindi",10529,Domestic
MTR-57887366,Muhammad Virk,"House 205, Street 7, University Town, Peshawar",383887,Commercial
MTR-65857990,M. Gondal,H#334 St-25 Cantt Multan,304571,Domestic
MTR-36716348,R. Janjua,H#66 St-34 SatelliteTown Rawalpindi,46984,Domestic
MTR-57803717,Bushra Mirza,"House 213, Street 11, Wapda Town, Lahore",8299,Domestic
MTR-86953554,T. Sandhu,H#16 St-32 F-8/3 Islamabad,38932,Domestic
MTR-60652891,Iqra Durrani,"81-7 Peoples Colony, Faisalabad",243728,Commercial
MTR-15165331,F.Rajput,مکان 275 گلی 29 North Nazimabad کراچی,372112,Commercial
MTR-49615376,S. Bhatti,H#188 St-40 Gulgasht Multan,14218,Domestic
MTR-27159044,Sardar Haris Awan,"House No. 74, Gali 15, Bahria Phase 4, Rawalpindi",8406,Commercial
MTR-38270305,Yasir Gondal,"374-20 Johar Town, Lahore",396493,Domestic
MTR-32527156,Shahzad Bhatti,"339-10 Gulshan-e-Iqbal, Karachi",54238,Commercial
MTR-34622515,Talha Khan,"House 122, Street 11, Satellite Town, Rawalpindi",320335,Commercial
MTR-93026922,Umar Afridi,"House 208, Street 29, Gulbahar, Peshawar",251124,Commercial
MTR-40930788,B. Qureshi,H#391 St-34 ShahRukn-e-Alam Multan,233585,Domestic
MTR-22909231,Zeeshan Gondal,"62-36 Clifton Block 2, Karachi",332146,Commercial
MTR-85632908,Tariq Kazmi,"House 262, Street 13, Westridge, Rawalpindi",343377,Domestic
